FLNC PHLDB2
PIAS2 RPL9
PIAS2 EMG1
PIAS2 RPL23
PIAS2 KARS1
PIAS2 PCNA
PIAS2 CUL4A
PIAS2 RPS23
PIAS2 RPL7A
PIAS2 CCHCR1
PIAS2 GOLGA2
PIAS2 RPS4X
PIAS2 ESR2
PIAS2 RPL6
PIAS2 RPS3
PIAS2 GCN1
PIAS2 RPS6
PIAS2 RPL7
PIAS2 ITGB5
PIAS2 PGR
PIAS2 RPS26P25
PIAS2 RPS14
PIAS2 SREBF2
PIAS2 UBE2M
PIAS2 RPL27
PIAS2 DDB1
PIAS2 TARS1
PIAS2 PIAS1
PIAS2 SSRP1
PIAS2 NAE1
PIAS2 RPS8
PIAS2 CUL3
PIAS2 DDX19B
PIAS2 TRIM23
PIAS2 PSMD2
PIAS2 RPL21
PIAS2 DDX39B
PIAS2 RPL14
PIAS2 H2AX
PIAS2 NEDD8
PIAS2 PHC1
PIAS2 H2BC21
PIAS2 RPL13
PIAS2 ELK1
PIAS2 GTF2I
PIAS2 ARHGEF4
PIAS2 CUL2
PIAS2 EIF2A
PIAS2 ACY3
PIAS2 EPAS1
PIAS2 ZBTB8A
PIAS2 RPL30
PIAS2 MX2
PIAS2 SNIP1
PIAS2 GRM8
PIAS2 LMNB1
PIAS2 CUL1
PIAS2 GLUL
PIAS2 ZBED1
PIAS2 CCNDBP1
PIAS2 CHMP4B
PIAS2 SCN1A
PIAS2 MCM4
PIAS2 RPS15A
PIAS2 STAT4
PIAS2 CUL5
PIAS2 LCE1E
PIAS2 ZC3H10
PIAS2 KIFC3
PIAS2 UBASH3B
PIAS2 MLX
PIAS2 HMBOX1
PIAS2 IKZF1
PIAS2 TRAF3
PIAS2 GRHL2
PIAS2 CGGBP1
PIAS2 HMG20A
PIAS2 UBQLN1
PIAS2 PRPH
PIAS2 DES
PIAS2 ATF2
PIAS2 HOMER1
PIAS2 RUNX1T1
PIAS2 EXOSC8
PIAS2 TRIM50
PIAS2 TXLNA
PIAS2 PRKRA
PIAS2 FKBP6
PIAS2 NME7
PIAS2 TRAF5
PIAS2 IMPDH1
PIAS2 CREB1
PIAS2 PAICS
PIAS2 SOX5
PIAS2 ZNF319
PIAS2 ZNRD2
PIAS2 ZFP42
PIAS2 HNRNPCL1
PIAS2 LCE2C
PIAS2 RFX2
PIAS2 HMG20B
PIAS2 DMC1
PIAS2 HMGXB4
PIAS2 SEC23A
PIAS2 HNRNPUL1
PIAS2 HOOK1
PIAS2 MX1
PIAS2 CBS
PIAS2 SPATC1L
PIAS2 DEUP1
PIAS2 SPINDOC
PIAS2 EDC3
PIAS2 TH
PIAS2 C5orf24
PIAS2 SYN3
PIAS2 FAM118B
PIAS2 CBSL
APBB2 SMAD4
APBB2 EGFR
APBB2 APP
APBB2 WWOX
APBB2 SMURF1
APBB2 APLP2
BCL2 MAPK9
BCL2 MAPK10
BCL2 MAPK14
BCL2 MAPK11
BCL2 TP53
BCL2 NR4A1
BCL2 RUNX1
BCL2 PIN1
BCL2 MAPK1
BCL2 MAPK7
BCL2 PARP1
BCL2 CDK1
BCL2 HIF1A
BCL2 BLK
BCL2 KRAS
BCL2 BCAP31
BCL2 PRKN
BCL2 PSEN1
BCL2 BRCA1
BCL2 CDX2
BCL2 PPARA
BCL2 CDK2
BCL2 E2F1
BCL2 PRKCA
BCL2 MAPK3
BCL2 HRAS
BCL2 RRAS
BCL2 IRS1
BCL2 IRS2
BCL2 BAG3
BCL2 PPP1CA
BCL2 PPP1CB
BCL2 PSEN2
BCL2 ITPR1
BCL2 BNIPL
BCL2 BNIP2
BCL2 SMN1
BCL2 TP53BP2
BCL2 RTN4
BCL2 BECN1
BCL2 BIK
BCL2 HRK
BCL2 BID
BCL2 PMAIP1
BCL2 BCL2L11
BCL2 BBC3
BCL2 BAD
BCL2 BAX
BCL2 BCL2L1
BCL2 SOD1
BCL2 BAK1
BCL2 CAPN2
BCL2 RAF1
BCL2 RAD9A
BCL2 BMF
BCL2 PPP2CA
BCL2 CASP8
BCL2 AVEN
BCL2 FKBP8
BCL2 PPP3CA
BCL2 BNIP3
BCL2 BNIP3L
BCL2 HSP90AA1
BCL2 BFAR
BCL2 MDM4
BCL2 SQSTM1
BCL2 PPID
BCL2 BCL2
BCL2 SEPTIN4
BCL2 XIAP
BCL2 PRKACA
BCL2 ATP2A2
BCL2 BCL2L14
BCL2 PKMYT1
BCL2 EPHB2
BCL2 CASP2
BCL2 TMBIM6
BCL2 ITM2B
BCL2 MAPK4
BCL2 NLRP1
BCL2 CYCS
BCL2 BCL2L10
BCL2 MITF
BCL2 SIVA1
BCL2 MAPK6
BCL2 PPP3R1
BCL2 GLI2
BCL2 BNIP1
BCL2 BCLAF1
BCL2 BLID
BCL2 SPNS1
BCL2 PPP1CC
BCL2 MAPK12
BCL2 TP53AIP1
BCL2 CPT1A
BCL2 NMT2
BCL2 BAG1
BCL2 VRK2
BCL2 HSPA1A
BCL2 BAG4
BCL2 SF1
BCL2 GLI1
BCL2 GLI3
BCL2 TOMM20
BCL2 SPIN1
BCL2 PPP2R5A
BCL2 VDAC1
BCL2 DYNLL1
BCL2 NRAS
BCL2 SERPINB8
BCL2 MOAP1
BCL2 PTPA
BCL2 MAPK13
BCL2 CASP3
LIFR MAPK9
LIFR MAPK10
LIFR MAPK14
LIFR MAPK11
LIFR MAPK1
LIFR PLCG1
LIFR MAPK7
LIFR PTPN11
LIFR MAPK3
LIFR PTPN6
LIFR IL6ST
LIFR POU2F1
LIFR MAPK6
LIFR MAPK12
LIFR CNTFR
LIFR MAPK13
LIFR CNTF
LIFR IL31RA
LIFR OSM
LIFR MAPK4
LIFR LIF
LIFR CTF1
PPARG MAPK9
PPARG PML
PPARG POU1F1
PPARG MED1
PPARG TP53
PPARG CREBBP
PPARG NCOR2
PPARG NCOR1
PPARG HDAC1
PPARG HDAC3
PPARG RARA
PPARG RXRA
PPARG RB1
PPARG RELA
PPARG UBE2I
PPARG SP1
PPARG KAT5
PPARG PIAS1
PPARG CTNNB1
PPARG PIN1
PPARG MAPK1
PPARG SIRT1
PPARG EGFR
PPARG STAT1
PPARG USP11
PPARG HNRNPUL1
PPARG EP300
PPARG NCOA1
PPARG NFKB1
PPARG SMARCA4
PPARG CDK9
PPARG TRIM24
PPARG CAV1
PPARG CLU
PPARG COPS5
PPARG NCOA3
PPARG KLF5
PPARG MRE11
PPARG NRIP1
PPARG SFPQ
PPARG NCOA4
PPARG STAT5A
PPARG ZNHIT3
PPARG PPARGC1A
PPARG HDAC4
PPARG EDF1
PPARG NR0B2
PPARG HMGA1
PPARG CEBPB
PPARG TRIP4
PPARG JMJD1C
PPARG NCOA2
PPARG GRIP1
PPARG NCOA6
PPARG NR0B1
PPARG RXRB
PPARG KLF4
PPARG TNP1
PPARG KCTD13
PPARG CDC34
PPARG NEDD4
PPARG SMARCD3
PPARG CDK5
PPARG MUC1
PPARG VDR
PPARG MAP2K1
PPARG PPM1B
PPARG LMO4
PPARG PRKCA
PPARG STAT6
PPARG STUB1
PPARG PAK4
PPARG SELENOS
PPARG SELENOK
PPARG NBN
PPARG RAD50
PPARG MAP4K4
PPARG TUBB
PPARG HSP90AB1
PPARG DNTTIP2
PPARG OPTN
PPARG NFATC4
PPARG HELZ2
PPARG CCDC88A
PPARG STMN1
PPARG MARCHF6
PPARG MSX2
PPARG NFE2L2
PPARG ZBTB5
PPARG GADD45B
PPARG ZSCAN1
PPARG BRD8
PPARG ATP6V1C1
PPARG RANBP9
PPARG ZBTB3
PPARG CEBPA
PPARG FHOD1
PPARG NR2E3
PPARG PSMD1
PPARG RORA
PPARG CHD8
PPARG DUT
PPARG ZNF496
PPARG FABP1
PPARG SREBF1
PPARG FOXO1
PPARG PPARG
PPARG ZBTB20
PPARG SVIL
PPARG MAFF
PPARG MED24
PPARG PRNP
PPARG GADD45G
PPARG RXRG
PPARG ZBTB9
PPARG SREBF2
PPARG ADCY4
PPARG GATA5
AKT1 ITPR1
AKT1 HSPB1
AKT1 CALM1
AKT1 RGCC
AKT1 GRB10
AKT1 NEDD4L
AKT1 RAC1
AKT1 UXS1
ITPR1 MAPK1
ITPR1 CDK1
ITPR1 BRCA1
ITPR1 CCNB1
ITPR1 FYN
ITPR1 HTT
ITPR1 FKBP1A
ITPR1 CA8
ITPR1 CABP1
ITPR1 TRPC4
ITPR1 RHOA
ITPR1 EPB41L1
ITPR1 PRKG1
ITPR1 AHCYL1
ITPR1 ERLIN2
ITPR1 BECN1
ITPR1 LYN
ITPR1 ACTA1
ITPR1 PRKACA
ITPR1 HOMER1
ITPR1 TRPC3
ITPR1 TRPC5
ITPR1 PPP3CA
ITPR1 STARD13
ITPR1 RPS6KA2
ITPR1 ITPR3
ITPR1 ITPRIP
ITPR1 HOMER3
ITPR1 BANK1
ITPR1 ERP44
ITPR1 HOMER2
ITPR1 TRPC1
ITPR1 CNN1
ITPR1 SDC2
ITPR1 TRPC2
ITPR1 IRAG1
ITPR1 RYR2
ITPR1 PLN
ITPR1 PDE5A
ITPR1 ARHGAP1
ITPR1 TRPC6
ITPR1 GRM1
HSPB1 DAXX
HSPB1 TP53
HSPB1 RARA
HSPB1 STAT3
HSPB1 UBE2I
HSPB1 SP1
HSPB1 CSNK2A1
HSPB1 RBX1
HSPB1 EGFR
HSPB1 GATA1
HSPB1 UNG
HSPB1 CDK1
HSPB1 ESR1
HSPB1 PRKCD
HSPB1 CALR
HSPB1 SNCA
HSPB1 CRYAB
HSPB1 HSPA4
HSPB1 TSC22D1
HSPB1 TFAP2A
HSPB1 XRCC5
HSPB1 RPS6KB2
HSPB1 AHR
HSPB1 PRKCA
HSPB1 YWHAQ
HSPB1 PPM1A
HSPB1 EFTUD2
HSPB1 NFKBIA
HSPB1 PRKCB
HSPB1 GRB2
HSPB1 IRS4
HSPB1 BAG3
HSPB1 MAGED1
HSPB1 HNRNPD
HSPB1 EIF4G1
HSPB1 HSP90AA1
HSPB1 SLX4
HSPB1 SNW1
HSPB1 TPT1
HSPB1 PRKG1
HSPB1 HUWE1
HSPB1 YAP1
HSPB1 AKT2
HSPB1 DFFA
HSPB1 PRKCI
HSPB1 PRKCZ
HSPB1 MAPKAPK2
HSPB1 PRKACA
HSPB1 PLG
HSPB1 ACTC1
HSPB1 TGFB1I1
HSPB1 SQSTM1
HSPB1 HSF1
HSPB1 EIF4G2
HSPB1 PRKCE
HSPB1 USP1
HSPB1 PPA1
HSPB1 GARS1
HSPB1 ILK
HSPB1 CFTR
HSPB1 HSPB8
HSPB1 MAPKAPK5
HSPB1 CRYAA
HSPB1 CRYBB2
HSPB1 PRKD1
HSPB1 G6PD
HSPB1 MME
HSPB1 PNPT1
HSPB1 HSPB1
HSPB1 CS
HSPB1 MAPKAPK3
HSPB1 AARSD1
HSPB1 LCE3A
HSPB1 EIF4A2
HSPB1 FTH1
HSPB1 HNRNPH2
HSPB1 SF3A3
HSPB1 FKBP4
HSPB1 GSTO1
HSPB1 PGM2
HSPB1 PAF1
HSPB1 RAB41
HSPB1 SPIN1
HSPB1 GDI2
HSPB1 IGBP1
HSPB1 TES
HSPB1 TUBA4A
HSPB1 MTCH2
HSPB1 CSNK2A2
HSPB1 CIAO1
HSPB1 PRKCG
HSPB1 TGM1
HSPB1 PRKACB
HSPB1 F13A1
HSPB1 RIF1
HSPB1 PSMD6
HSPB1 AKT3
HSPB1 PRKACG
HSPB1 IGSF21
HSPB1 MED31
HSPB1 MAGEA6
HSPB1 PRKCQ
HSPB1 USP38
HSPB1 SAP18
HSPB1 RBM48
HSPB1 DMWD
HSPB1 CRYGC
HSPB1 PRKCH
HSPB1 LRIF1
HSPB1 POP7
HSPB1 CYCS
HSPB1 BRF2
CALM1 ARRB2
CALM1 MAP3K1
CALM1 MAP3K3
CALM1 RELA
CALM1 NPM1
CALM1 UBE3A
CALM1 H2AX
CALM1 CSNK2A1
CALM1 EGFR
CALM1 CDC5L
CALM1 AR
CALM1 NR3C1
CALM1 MYOD1
CALM1 ESR1
CALM1 CCND1
CALM1 NFKB1
CALM1 SYK
CALM1 NFKB2
CALM1 KRAS
CALM1 CALR
CALM1 SNCA
CALM1 NOS3
CALM1 HYPK
CALM1 MAPT
CALM1 GRIN1
CALM1 GLP1R
CALM1 CSNK2B
CALM1 NEUROD1
CALM1 TCF3
CALM1 DDX5
CALM1 HNF1A
CALM1 H4-16
CALM1 REL
CALM1 ESR2
CALM1 VHL
CALM1 EWSR1
CALM1 HSPA5
CALM1 ARRB1
CALM1 CALCR
CALM1 YWHAQ
CALM1 CHUK
CALM1 TRAF6
CALM1 NFKBIA
CALM1 IQGAP1
CALM1 TNFRSF1A
CALM1 HTT
CALM1 MYO6
CALM1 CCNA2
CALM1 HMMR
CALM1 PABPC1
CALM1 HSP90AA1
CALM1 SUPT16H
CALM1 TTN
CALM1 OBSCN
CALM1 TCF4
CALM1 IKBKB
CALM1 CCNE1
CALM1 AKAP9
CALM1 SSRP1
CALM1 YWHAE
CALM1 TSC2
CALM1 IQGAP2
CALM1 ARHGEF7
CALM1 TRAF2
CALM1 IKBKG
CALM1 CCP110
CALM1 CLTB
CALM1 LYST
CALM1 EIF3L
CALM1 RALB
CALM1 RALA
CALM1 FER
CALM1 TRPV1
CALM1 GEM
CALM1 IQCN
CALM1 TRPV6
CALM1 SLC9A1
CALM1 PPEF1
CALM1 PPEF2
CALM1 MYLK
CALM1 CNN1
CALM1 MIP
CALM1 KCNN4
CALM1 ACE2
CALM1 SCN5A
CALM1 GP6
CALM1 GRB7
CALM1 FKBP8
CALM1 TRIM13
CALM1 DAPK1
CALM1 SEC61A1
CALM1 NOS2
CALM1 RRAD
CALM1 RYR2
CALM1 C11orf65
CALM1 RYR1
CALM1 CRHR1
CALM1 STRN3
CALM1 EIF1B
CALM1 FAS
CALM1 MAP3K14
CALM1 CSNK2A2
CALM1 STRN
CALM1 RCHY1
CALM1 RGS2
CALM1 DLG3
CALM1 IKBKE
CALM1 NFKBIB
CALM1 MRPL20
CALM1 MAP3K8
CALM1 TGM2
CALM1 HNRNPR
CALM1 SNTA1
CALM1 NFKBIE
CALM1 TAB1
CALM1 PINX1
CALM1 TNFRSF1B
CALM1 TAB2
CALM1 ADD2
CALM1 PLCD1
CALM1 TRPC3
CALM1 SLX1A
CALM1 KCNQ3
CALM1 HLA-B
CALM1 MYO7A
CALM1 CEP97
CALM1 CACNA1C
CALM1 GRM4
CALM1 RIPK2
CALM1 CAMK2G
CALM1 GAP43
CALM1 DCTN2
CALM1 MYOG
CALM1 ITPKB
CALM1 TRADD
CALM1 SSB
CALM1 RELB
CALM1 GRK1
CALM1 RGS4
CALM1 PHKG1
CALM1 GRM3
CALM1 ASCL2
CALM1 EDF1
CALM1 RIPK3
CALM1 RGS10
CALM1 RIOK3
CALM1 SLX1B
CALM1 KCNQ5
CALM1 MYF5
CALM1 RIT2
CALM1 CABIN1
CALM1 ADD1
CALM1 NRGN
CALM1 TRPV4
CALM1 KCNN2
CALM1 MYO9B
CALM1 CNGA2
CALM1 GRK4
CALM1 ATP2B1
CALM1 VIPR1
CALM1 CAMKK2
CALM1 H2BU1
CALM1 DIRAS2
CALM1 TANK
CALM1 HLA-C
CALM1 PPP2R2B
CALM1 CAMK1
CALM1 PTH2R
CALM1 TNNI2
CALM1 GLP2R
CALM1 PPP3R1
CALM1 LTF
CALM1 RAB3B
CALM1 ESRRG
CALM1 CALD1
CALM1 PCNT
CALM1 PTH1R
CALM1 GH1
CALM1 STRN4
CALM1 ADCYAP1R1
CALM1 CAMK2A
CALM1 CAMKK1
CALM1 MYF6
CALM1 MYO5A
CALM1 C4orf3
CALM1 KCNQ2
CALM1 GJB1
CALM1 OPRM1
CALM1 SYT1
CALM1 ITPKA
CALM1 GRM7
CALM1 GRM5
CALM1 CALM1
CALM1 GRK5
CALM1 PCP4
CALM1 PIK3C3
CALM1 ADCY8
CALM1 SCTR
CALM1 TBK1
CALM1 AKAP5
CALM1 TNIK
CALM1 DDIT4L
CALM1 TBC1D1
CALM1 GSC2
CALM1 KCNN1
CALM1 IQCE
CALM1 CAMTA2
CALM1 IQCG
CALM1 POC5
CALM1 SPATA17
CALM1 NSMF
CALM1 ZNF280A
RGCC CDK1
RGCC PLK1
GRB10 MAPK1
GRB10 EGFR
GRB10 RET
GRB10 SRC
GRB10 JAK2
GRB10 BLK
GRB10 IGF1R
GRB10 KDR
GRB10 ELK1
GRB10 MAPK3
GRB10 NEDD4
GRB10 GRB2
GRB10 FYN
GRB10 KIT
GRB10 BCR
GRB10 PDGFRB
GRB10 IRS1
GRB10 ABL1
GRB10 IRS2
GRB10 RAF1
GRB10 AKT2
GRB10 YWHAE
GRB10 AANAT
GRB10 MAP2K1
GRB10 NEDD4L
GRB10 GIGYF2
GRB10 GIGYF1
GRB10 CNOT9
GRB10 RCAN3
GRB10 GRB10
GRB10 MAP3K14
GRB10 NRAS
GRB10 GHR
GRB10 DOK1
GRB10 MEGF10
GRB10 ABI1
GRB10 NOA1
GRB10 AKT3
GRB10 EPHB1
GRB10 KPNA3
GRB10 TEKT4
GRB10 KANK2
GRB10 PICK1
GRB10 TEPSIN
GRB10 NFKBID
GRB10 FARS2
GRB10 TNK1
GRB10 ZMYND19
GRB10 TXK
NEDD4L NR3C1
NEDD4L RNF11
NEDD4L NTRK1
NEDD4L SNCA
NEDD4L HGS
NEDD4L SMAD3
NEDD4L YY1
NEDD4L SMAD2
NEDD4L SMAD7
NEDD4L UBE2D1
NEDD4L YWHAQ
NEDD4L ARRDC3
NEDD4L MED28
NEDD4L TNK2
NEDD4L UBE2D3
NEDD4L FKBP3
NEDD4L MT2A
NEDD4L NPC2
NEDD4L UBE2L3
NEDD4L UBE2D2
NEDD4L UBE2E1
NEDD4L UBE2E3
NEDD4L UBE2K
NEDD4L SFN
NEDD4L ARFGEF1
NEDD4L ARFGEF2
NEDD4L LITAF
NEDD4L BRAF
NEDD4L PRKACA
NEDD4L ARHGDIA
NEDD4L WNK1
NEDD4L DAZAP2
NEDD4L DDX54
NEDD4L BMPR1A
NEDD4L UBAC1
NEDD4L ULK1
NEDD4L VDAC2
NEDD4L SCNN1G
NEDD4L OCLN
NEDD4L NDFIP2
NEDD4L SGK1
NEDD4L KCNB1
NEDD4L RHOB
NEDD4L ACVR1B
NEDD4L KCNQ1
NEDD4L WBP2
NEDD4L BEST1
NEDD4L NEDD4L
NEDD4L AMOT
NEDD4L CLIC2
NEDD4L KCNAB1
NEDD4L CUEDC1
NEDD4L CACNB1
NEDD4L ADAP2
NEDD4L NSRP1
NEDD4L RPL30
NEDD4L ATP1B1
NEDD4L CYBRD1
NEDD4L KCNH2
NEDD4L SLC22A11
NEDD4L CRTC3
NEDD4L STIP1
NEDD4L UBA1
NEDD4L LAPTM5
NEDD4L SCN5A
NEDD4L SGK2
NEDD4L SLC11A2
RAC1 MAP3K4
RAC1 STAT3
RAC1 HDAC7
RAC1 PLCG1
RAC1 STAT1
RAC1 PIAS3
RAC1 PTK2
RAC1 PDIA3
RAC1 ARFIP2
RAC1 KPNA2
RAC1 RAP1GDS1
RAC1 NR2C2
RAC1 PAK6
RAC1 ARHGDIA
RAC1 MCF2L
RAC1 PAK1
RAC1 ARHGAP32
RAC1 MYD88
RAC1 MAP3K10
RAC1 NCF2
RAC1 TRIO
RAC1 IQGAP2
RAC1 RAC1
RAC1 FHOD1
RAC1 SYNJ2
RAC1 NCKAP1
RAC1 DOCK1
RAC1 ARHGEF4
RAC1 IQGAP1
RAC1 PARD6A
RAC1 PAK3
RAC1 FMNL1
RAC1 BAIAP2
RAC1 PARD6B
RAC1 ARHGAP1
RAC1 PAK2
RAC1 KALRN
RAC1 SH3RF1
RAC1 SET
RAC1 UNKL
RAC1 CAV1
RAC1 HACE1
RAC1 NEDD4
RAC1 BIRC2
RAC1 XIAP
RAC1 SH3RF3
RAC1 LRRK2
RAC1 PSAT1
RAC1 CHN2
RAC1 MTNR1A
RAC1 RHOB
RAC1 C1QA
RAC1 IQGAP3
RAC1 ARHGEF6
RAC1 ARHGEF7
RAC1 CORO1C
RAC1 AGAP2
RAC1 ENAH
RAC1 DOCK7
RAC1 RASGRF1
RAC1 ARHGDIG
RAC1 CDC42
RAC1 KRT40
RAC1 PIK3R1
RAC1 RPL22
RAC1 ACTA1
RAC1 USH1C
RAC1 TRAF6
RAC1 PRKCI
RAC1 TAF15
RAC1 DOCK8
RAC1 RBM39
RAC1 MINK1
RAC1 RPL26
RAC1 TUBA4A
RAC1 RHOA
RAC1 BAG6
RAC1 SNAP23
RAC1 IL1RAP
RAC1 CYBA
RAC1 TNF
RAC1 ARHGAP27
RAC1 MAGI1
RAC1 RBM25
RAC1 UNC79
RAC1 RALBP1
RAC1 IFNGR1
RAC1 CHN1
RAC1 EEA1
RAC1 TMEM255A
RAC1 NOS2
RAC1 VAV2
RAC1 VAV1
RAC1 MYH9
RAC1 RAB35
RAC1 NME1
RAC1 YY1AP1
RAC1 TOPORS
RAC1 PRKCA
RAC1 PAK4
RAC1 BANK1
RAC1 CSN2
RAC1 CDC42BPG
RAC1 WAS
RAC1 TMEFF1
RAC1 CLIP1
RAC1 ARHGAP15
RAC1 CYFIP1
RAC1 NCF1
RAC1 CYFIP2
RAC1 MCM3AP
RAC1 DOCK2
RAC1 MPRIP
RAC1 TCF20
RAC1 SH3BP1
RAC1 LZTS2
RAC1 NOXA1
RAC1 VAV3
RAC1 PLCB2
RAC1 ITPR2
RAC1 NCK1
RAC1 UBQLNL
RAC1 KANSL1L
RAC1 ARPC2
RAC1 DVL2
RAC1 ARHGAP33
RAC1 METAP2
RAC1 EPB41L2
RAC1 PLXNB1
RAC1 KPNA6
RAC1 GTPBP1
RAC1 RRAD
RAC1 NONO
RAC1 EIF2AK2
RAC1 DLG5
RAC1 NCKIPSD
RAC1 PRKN
RAC1 ARHGEF2
RAC1 TBC1D3
RAC1 TIMM44
RAC1 SLC9A1
RAC1 HACD3
RAC1 BCR
RAC1 PLEKHG2
RAC1 DEF6
RAC1 ARHGEF19
RAC1 OPHN1
RAC1 CYBB
RAC1 ARL2BP
RAC1 CDC23
RAC1 RTKN
RAC1 LTBP1
RAC1 FRK
RAC1 COPA
RAC1 CDC42SE2
RAC1 PNPLA6
RAC1 COG5
RAC1 CDC42SE1
RAC1 AKT3
RAC1 SFPQ
RAC1 SHANK1
RAC1 NGEF
RAC1 PAK5
RAC1 AKT2
RAC1 WASF1
RAC1 ARHGDIB
RAC1 ARHGAP44
RAC1 TBC1D3F
RAC1 DIAPH1
RAC1 LATS1
RAC1 ARHGAP31
RAC1 CASP7
RAC1 CIT
RAC1 CNTNAP1
RAC1 SPTAN1
RAC1 DMPK
RAC1 CFAP36
RAC1 ABI2
RAC1 PRPF4B
RAC1 DVL1
RAC1 KPNA4
RAC1 ACO2
RAC1 CASP3
RAC1 KPNA5
RAC1 HPS4
RAC1 EPS15L1
RAC1 RPS3A
RAC1 MFGE8
RAC1 ARHGEF25
RAC1 PARD6G
RAC1 BRK1
RAC1 RGL2
RAC1 IP6K1
RAC1 PIP4K2B
RAC1 KPNA3
RAC1 CACHD1
RAC1 OCRL
RAC1 STAU1
RAC1 PLD1
RAC1 SHANK3
RAC1 ZRANB2
RAC1 MAP3K11
RAC1 RCC2
RAC1 TLR2
RAC1 ICMT
RAC1 RPS6KB1
RAC1 PIP4K2A
RAC1 NCF4
RAC1 ARHGAP24
RAC1 ARHGAP17
RAC1 MDFI
MAPK8IP3 TLR4
TLR4 EGFR
TLR4 PPP4C
TLR4 SRC
TLR4 SYK
TLR4 HSP90B1
TLR4 BTK
TLR4 ECSIT
TLR4 MYD88
TLR4 PRKD1
TLR4 RNF216
TLR4 BCL10
TLR4 TOLLIP
TLR4 LY96
TLR4 TIRAP
TLR4 TICAM2
TLR4 TICAM1
TLR4 TRIM44
TLR4 IRAK1
TLR4 IRAK2
TLR4 TLR1
TLR4 TLR5
TLR4 HMGB1
TLR4 SIGIRR
TLR4 RIPK2
TLR4 CNPY4
TLR4 TLR4
TLR4 NOX4
TLR4 CD14
TLR4 DEFB4A
MAP3K4 GADD45B
GADD45B MAP3K5
GADD45B CDK1
GADD45B ESR1
GADD45B CDKN1A
GADD45B PPARA
GADD45B PCNA
GADD45B PPARD
GADD45B CCNB1
GADD45B GADD45A
GADD45B GADD45G
GADD45B CNOT9
GADD45B GADD45GIP1
GADD45B MAP2K7
GADD45B EFHC1
GADD45B MAP2K6
ARRB2 IGF1R
ARRB2 ARRDC3
ARRB2 YWHAH
ARRB2 LIMA1
ARRB2 CLIC1
ARRB2 BOLA2
ARRB2 ARHGAP21
ARRB2 LEO1
IGF1R MAP3K5
IGF1R MDM2
IGF1R RPL11
IGF1R STAT3
IGF1R EGFR
IGF1R JAK1
IGF1R PTPN11
IGF1R ESR1
IGF1R ERBB2
IGF1R PTK2
IGF1R SRC
IGF1R JAK2
IGF1R PRKCD
IGF1R CSK
IGF1R IRS1
IGF1R YWHAE
IGF1R NEDD4
IGF1R ARHGEF12
IGF1R SHC1
IGF1R SOCS2
IGF1R RASA1
IGF1R SOCS3
IGF1R RACK1
IGF1R CBL
IGF1R CAMP
IGF1R HSP90AA1
IGF1R PHB2
IGF1R KCNIP3
IGF1R TRIM25
IGF1R PTPN6
IGF1R PPM1A
IGF1R UBQLN1
IGF1R PCNA
IGF1R SIRPA
IGF1R PIK3R1
IGF1R PDPK1
IGF1R DOK5
IGF1R CCN5
IGF1R IRS2
IGF1R SNAP29
IGF1R SLC23A3
IGF1R KRT27
IGF1R CRKL
IGF1R IGF1
IGF1R EHD1
IGF1R ITGB1
IGF1R IRS4
IGF1R INS
IGF1R IGF1R
IGF1R GNAI1
IGF1R VAV3
IGF1R EEA1
IGF1R CRK
IGF1R IGF2
IGF1R PTPN1
IGF1R IGFBP3
IGF1R GIGYF1
IGF1R GNAI2
IGF1R ADRB2
IGF1R YWHAB
IGF1R PRKD1
IGF1R PIK3R2
IGF1R PXN
IGF1R GIPC1
IGF1R DOK4
ARRDC3 ITCH
ARRDC3 PRKAA2
ARRDC3 BCL6
ARRDC3 UBE2D1
ARRDC3 NEDD4
ARRDC3 TNFAIP3
ARRDC3 WWOX
ARRDC3 YAP1
ARRDC3 DCUN1D1
ARRDC3 WWP1
ARRDC3 STAM2
ARRDC3 WWP2
ARRDC3 BAG3
ARRDC3 UBE2E2
ARRDC3 ADRB2
ARRDC3 OTUB2
ARRDC3 HPGDS
ARRDC3 TRIM42
ARRDC3 ITGB4
ARRDC3 MORF4L1
ARRDC3 FAM90A1
ARRDC3 UBQLN2
ARRDC3 ZRANB1
ARRDC3 TOLLIP
ARRDC3 UBE2D2
ARRDC3 OPTN
ARRDC3 UBAC1
ARRDC3 UBASH3A
ARRDC3 PHF1
ARRDC3 SMARCD1
ARRDC3 RAD18
ARRDC3 EPN2
ARRDC3 CCDC50
ARRDC3 RABGEF1
ARRDC3 CDA
ARRDC3 UBE2E3
ARRDC3 EFEMP2
ARRDC3 RACK1
ARRDC3 UBA52
YWHAH MAP3K2
YWHAH MAP3K5
YWHAH MAP3K3
YWHAH MED1
YWHAH RPL11
YWHAH CREBBP
YWHAH HDAC7
YWHAH H2AX
YWHAH PIAS1
YWHAH MCM4
YWHAH MCM5
YWHAH EEF1A1
YWHAH AR
YWHAH NR3C1
YWHAH NCOA1
YWHAH ESR1
YWHAH SRC
YWHAH RABEP1
YWHAH KIF23
YWHAH HSPA8
YWHAH KLC1
YWHAH NAE1
YWHAH UBE2M
YWHAH CUL2
YWHAH NCOA3
YWHAH PCNA
YWHAH ESR2
YWHAH H2BC21
YWHAH FOXO3
YWHAH NCOA2
YWHAH DDB1
YWHAH ARRB1
YWHAH YWHAQ
YWHAH CBL
YWHAH PIK3CA
YWHAH BCR
YWHAH BCAR1
YWHAH IRS1
