SGCD DTNA
RPL18A TUBB1
RPL18A U2AF1
RPL18A POLR1C
RPL18A MRPS27
RPL18A FLG2
RPL18A RBM4
RPL18A FXR2
RPL18A STOML2
RPL18A LPL
RPL18A DDX47
RPL18A MRPS5
RPL18A RPS10
RPL18A FBXL13
RPL18A GEMIN2
RPL18A SYNE1
RPL18A TEX10
RPL18A RPS21
RPL18A IKBKE
RPL18A SRSF10
RPL18A RPL35A
RPL18A PINX1
RPL18A RPS29
RPL18A DHX36
RPL18A SART3
RPL18A SYNCRIP
RPL18A MRPS2
RPL18A RPS26P25
RPL18A MOV10
RPL18A MRPS15
RPL18A SRP14
RPL18A DDX21
RPL18A GTF3C4
RPL18A DICER1
RPL18A PAK1IP1
RPL18A KRR1
RPL18A MRPS23
RPL18A PABPC3
RPL18A RTCA
RPL18A PCBP2
RPL18A C18orf32
RPL18A U2AF2
RPL18A SNU13
RPL18A COPA
RPL18A MYBBP1A
RPL18A POLR1A
RPL18A TBL2
RPL18A RPS17
RPL18A RPS4Y2
RPL18A SLC25A5
RPL18A PTCD3
RPL18A HNRNPL
RPL18A SF3B6
RPL18A IGF2BP1
RPL18A RPS15
RPL18A MDK
RPL18A DDX18
RPL18A RBM28
RPL18A SF3B3
RPL18A WDR18
RPL18A PSTPIP1
RPL18A DIMT1
RPL18A TCP1
RPL18A H1-3
RPL18A DHX15
RPL18A GTF3C1
RPL18A SRPK1
RPL18A GEMIN4
RPL18A FAU
RPL18A GTPBP4
RPL18A RPL39
RPL18A HNRNPH2
RPL18A RPL27
RPL18A LAS1L
RPL18A PWP1
RPL18A RPL38
RPL18A SF3B2
RPL18A TUFM
RPL18A RPS18
RPL18A EIF4A3
RPL18A RIBC2
RPL18A RPS4Y1
RPL18A SCYL2
RPL18A RPS28
RPL18A ACTG2
RPL18A MAGEB2
RPL18A IGF2BP3
FBL RPL36A
FBL RPL32
FBL RPS12
FBL RPS18
FBL RPS15
FBL RPL8
NOP56 RPL8
RPL14 RPL34
RPL14 MCF2L
RPL14 RPL8
RPL14 RPS12
RPL14 RPL38
RPL14 RPL32
RPL14 RPL36A
RPL14 RPS18
RPL14 RPS15
RPL14 RPS21
RPL14 RPS28
RPL14 FAU
RPL14 RPL37
RPS12 EIF3K
RPS12 HSPD1
RPS12 LRPPRC
RPS12 LUC7L2
RPS12 DDX5
RPS12 ILF2
RPS12 TRIM25
RPS12 NOLC1
RPS12 TCOF1
RPS12 ANXA2
RPS12 BAG3
RPS12 HNRNPA2B1
RPS12 ENO1
RPS12 EIF3B
RPS12 YBX1
RPS12 RACK1
RPS12 HNRNPD
RPS12 RPSA
RPS12 EBNA1BP2
RPS12 RPL34
RPS12 RPS13
RPS12 HSP90AB1
RPS12 HNRNPM
RPS12 PHB
RPS12 TUBA1A
RPS12 SSRP1
RPS12 ILF3
RPS12 IKBKG
RPS12 KPNB1
RPS12 EIF3C
RPS12 EIF3E
RPS12 EIF3D
RPS12 EIF3I
RPS12 EIF3M
RPS12 HNRNPH1
RPS12 ATP5F1A
RPS12 H1-10
RPS12 EEF2
RPS12 RPS8
RPS12 RPS5
RPS12 EEF1B2
RPS12 RPLP0
RPS12 MYL6
RPS12 DDX3X
RPS12 TUBB1
RPS12 MYBBP1A
RPS12 RPL8
RPS12 GNAI2
RPS12 RAN
RPS12 LCK
RPS12 RPS10
RPS12 DDX21
RPS12 U2AF1
RPS12 ANXA1
RPS12 U2AF2
RPS12 NOP58
RPS12 RPS15A
RPS12 CD4
RPS12 HMGB1
RPS12 IGF2BP1
RPS12 RPL27
RPS12 RPS17
RPS12 RPS24
RPS12 SRPK1
RPS12 RPL35A
RPS12 SNU13
RPS12 SLC25A5
RPS12 VDAC1
RPS12 RPL38
RPS12 RPS28
RPS12 RPS18
RPS12 H2BC14
RPS12 RPL36A
RPS12 H1-3
RPS12 C18orf32
RPS12 RBM28
RPS12 MAP3K14
RPS12 VDAC3
RPS12 EIF4A2
RPS12 PCBD1
RPS12 ACTG2
RPS12 SCYL2
RPS12 RPL32
RPS12 TNPO1
RPS12 SRP14
RPS12 RPL39
RPS12 RPS4Y2
RPS12 USP38
RPS12 BRIX1
RPS12 FARSB
RPS12 MME
RPS12 AGO4
RPS12 TUFM
RPS12 RPS4Y1
RPS12 PWP1
RPS12 ANXA6
RPS12 RPS21
RPS12 RPL37
RPS12 RPS15
RPS12 VDAC2
RPS12 RPS29
RPS12 FAU
RPS12 H2BC6
RPS13 RPL34
RPS13 RPS21
RPS13 RPL8
RPS13 RPS15
RPS13 RPS28
RPS13 RPL38
RPS13 FAU
RPS13 RPS18
RPS13 RPL36A
RPS13 RPL32
RPS13 MCF2L
RPS13 RPL37
RPS15A RPL34
RPS15A MCF2L
RPS15A RPL8
RPS15A RPS21
RPS15A RPL38
RPS15A RPS15
RPS15A RPL32
RPS15A FAU
RPS15A RPS18
RPS15A RPL36A
RPS15A RPS28
RPS15A RPL37
RPS8 RPL34
RPS8 MCF2L
RPS8 RPS21
RPS8 RPL8
RPS8 RPS28
RPS8 RPL32
RPS8 RPS18
RPS8 RPL36A
RPS8 RPL38
RPS8 RPS15
RPS8 FAU
RPS8 RPL37
RPSA RPS21
RPSA RPL8
RPSA RPS15
RPSA RPS28
RPSA RPS18
RPSA RPL36A
RPSA RPL38
RPSA RPL34
RPSA FAU
RPSA RPL37
RPSA RPL32
RPS5 RPL34
RPS5 MCF2L
RPS5 RPS21
RPS5 RPS18
RPS5 RPL36A
RPS5 RPL37
RPS5 RPL8
RPS5 FAU
RPS5 RPS15
RPS5 RPL32
RPS5 RPS28
RPS5 RPL38
RPL8 H2AX
RPL8 MCM4
RPL8 MCM5
RPL8 PELP1
RPL8 NAE1
RPL8 YWHAG
RPL8 CUL2
RPL8 LUC7L2
RPL8 H2AC4
RPL8 RPS6KB2
RPL8 ILF2
RPL8 NOLC1
RPL8 TCOF1
RPL8 CHUK
RPL8 HNRNPC
RPL8 FGFR3
RPL8 MRPS22
RPL8 RUVBL2
RPL8 PABPC1
RPL8 TARS1
RPL8 SNRNP200
RPL8 YBX1
RPL8 EBNA1BP2
RPL8 RPL34
RPL8 IKBKB
RPL8 HERC5
RPL8 HSP90AB1
RPL8 HNRNPM
RPL8 ELAVL1
RPL8 FMR1
RPL8 PHB
RPL8 TUBA1A
RPL8 SSRP1
RPL8 SF3B1
RPL8 STAU1
RPL8 ILF3
RPL8 FXR1
RPL8 MATR3
RPL8 ERCC4
RPL8 YWHAH
RPL8 PRMT5
RPL8 CDC42
RPL8 MCF2L
RPL8 IKBKG
RPL8 PHB2
RPL8 CUL3
RPL8 LARP7
RPL8 ATP5F1C
RPL8 RBM10
RPL8 CDC37
RPL8 RPN1
RPL8 H1-10
RPL8 EEF2
RPL8 RPLP0
RPL8 TUBB1
RPL8 MYBBP1A
RPL8 PPP1CC
RPL8 RPL38
RPL8 RPL32
RPL8 RPL10L
RPL8 RPL26L1
RPL8 RC3H1
RPL8 DLX4
RPL8 UPF1
RPL8 IMMT
RPL8 H2BC14
RPL8 RPL36A
RPL8 RPS24
RPL8 DHX30
RPL8 EPRS1
RPL8 PRPF3
RPL8 TBL2
RPL8 HNRNPL
RPL8 H1-3
RPL8 DDX20
RPL8 SLC4A5
RPL8 C18orf32
RPL8 RBM28
RPL8 MAP3K14
RPL8 POLR1C
RPL8 SLC25A6
RPL8 SYNCRIP
RPL8 SLC25A3
RPL8 SF3B3
RPL8 SYNE1
RPL8 AGO4
RPL8 ACTG2
RPL8 GEMIN4
RPL8 EEF1A2
RPL8 HARS1
RPL8 SNU13
RPL8 U2AF2
RPL8 DHX36
RPL8 RPL35A
RPL8 ATAD3B
RPL8 PCBP2
RPL8 DIMT1
RPL8 GCN1
RPL8 RPS10
RPL8 POLR1A
RPL8 DDX21
RPL8 NEDD8
RPL8 RPS4Y2
RPL8 DICER1
RPL8 RPS4Y1
RPL8 RPS17
RPL8 COPA
RPL8 PABPC3
RPL8 U2AF1
RPL8 RPS29
RPL8 NOP58
RPL8 WDR18
RPL8 MOV10
RPL8 PTCD3
RPL8 DHX15
RPL8 DDOST
RPL8 ARHGEF4
RPL8 CMSS1
RPL8 RNF149
RPL8 TEX10
RPL8 EIF4A3
RPL8 DHCR7
RPL8 GEMIN2
RPL8 RPS28
RPL8 FAU
RPL8 TUFM
RPL8 TCP1
RPL8 RPS26P25
RPL8 SRPK1
RPL8 SLC25A5
RPL8 FLG2
RPL8 RPL27
RPL8 PAK1IP1
RPL8 GTF3C4
RPL8 STOML2
RPL8 SUPT5H
RPL8 SF3B2
RPL8 RPL39
RPL8 NUDT3
RPL8 BRIX1
RPL8 SCN1A
RPL8 RPS21
RPL8 DDX18
RPL8 IGF2BP3
RPL8 PWP1
RPL8 DDX47
RPL8 EIF2A
RPL8 SART3
RPL8 GTPBP4
RPL8 DDX19B
RPL8 DUSP23
RPL8 IGF2BP1
RPL8 RPS15
RPL8 RBM4
RPL8 SRP14
RPL8 CUL5
RPL8 SCYL2
RPL8 SUMO3
RPL8 LAS1L
RPL8 EMG1
RPL8 HRNR
RPL8 RPL37
RPL8 FXR2
RPL8 ARL15
RPL8 ST3GAL3
RPL8 MRPS27
RPL8 MINDY3
RPL8 KARS1
RPL8 RPS18
RPL8 GTF3C1
RPL8 C11orf49
RPLP0 RPL34
RPLP0 MCF2L
RPLP0 RPL36A
RPLP0 RPS18
RPLP0 RPL38
RPLP0 RPS15
RPLP0 RPS21
RPLP0 RPL32
RPLP0 RPL37
RPLP0 FAU
RPLP0 RPS28
RPS10 RPL34
RPS10 RPS18
RPS10 RPL36A
RPS10 RPL38
RPS10 RPS15
RPS10 RPS21
RPS10 RPL37
RPS10 RPS28
RPS10 FAU
RPS10 RPL32
RPS10 EED
RPL38 HNRNPUL1
RPL38 HNRNPF
RPL38 HSPD1
RPL38 LRRC59
RPL38 TSC22D1
RPL38 ILF2
RPL38 TRAF6
RPL38 MRPS22
RPL38 RUVBL2
RPL38 PABPC1
RPL38 YBX1
RPL38 RPL34
RPL38 RUVBL1
RPL38 HSP90AB1
RPL38 EMD
RPL38 PHB
RPL38 BCCIP
RPL38 EIF4B
RPL38 CHMP5
RPL38 SF3B1
RPL38 PRMT5
RPL38 PHB2
RPL38 TFE3
RPL38 ATP5F1C
RPL38 RBM10
RPL38 TAB1
RPL38 IPO9
RPL38 DNAJA2
RPL38 ATP1A1
RPL38 HSPA9
RPL38 EPB41
RPL38 SYNCRIP
RPL38 MEPCE
RPL38 SART3
RPL38 AGO2
RPL38 C1QBP
RPL38 DCC
RPL38 CLNS1A
RPL38 WDR77
RPL38 EIF4A3
RPL38 SF3B3
RPL38 GEMIN4
RPL38 DICER1
RPL38 RC3H1
RPL38 MRPS27
RPL38 HNRNPH2
RPL38 DHX15
RPL38 DHX30
RPL38 PTCD3
RPL38 MRPS23
RPL38 MRPS5
RPL38 DHX36
RPL38 GCN1
RPL38 PHF5A
RPL38 MYCBP
RPL38 LRRC4
RPL38 SF3B2
RPL38 AGO1
RPL38 IGF2BP1
RPL38 RPL27
RPL38 RPS17
RPL38 RPS24
RPL38 PSMD3
RPL38 RPL35A
RPL38 SLC25A5
RPL38 SLC25A4
RPL38 IMMT
RPL38 RPL36A
RPL38 MRPS16
RPL38 MRPS15
RPL38 C18orf32
RPL38 SLC25A6
RPL38 SRSF10
RPL38 NME1-NME2
RPL38 SLC25A3
RPL38 AGO4
RPL38 SF3B6
RPL38 NDUFA4
RPL38 DDOST
RPL38 RPS18
RPL38 RPL39
RPL38 SLC7A9
RPL38 DHCR7
RPL38 RPL37
RPL38 OXA1L
RPL38 RPS4Y2
RPL38 MRPS2
RPL38 KRR1
RPL38 RPS29
RPL38 RPS21
RPL38 TARBP2
RPL38 SSR1
RPL38 SSR4
RPL38 FBXL13
RPL38 RPS28
RPL38 RPL32
RPL38 IPO4
RPL38 FAU
RPL38 IPO8
RPL38 HLA-B
RPL38 PHLDA3
RPL38 RPS26P25
RPL38 PDCD1
RPL38 RPS4Y1
RPL38 RPS15
RPL38 RIPK2
RPL38 TNFRSF1B
RPL38 OTOP2
RPL38 SLC25A13
RPL38 TMEM33
RPL38 ATP1A3
RPL38 LILRB3
SNU13 RPL36A
SNU13 RPS18
SNU13 RPL32
SNU13 RPS15
SNU13 DHX8
RC3H1 FAU
LARP7 RPL34
LARP7 RPS21
LARP7 RPS18
LARP7 RPS28
ATP5F1C MT-CO2
ATP5F1C RPS18
ATP5F1C ATP5PF
DLX4 MCF2L
UPF1 MCF2L
IMMT MCF2L
IMMT MICOS10
IMMT RPS18
IMMT KIF22
H2BC14 RPL32
H2BC14 RPS18
H2BC14 RPS15
H2BC14 RPL36A
RPL36A LUC7L2
RPL36A ILF2
RPL36A NOLC1
RPL36A TCOF1
RPL36A YBX1
RPL36A EBNA1BP2
RPL36A RPL34
RPL36A HNRNPM
RPL36A TUBA1A
RPL36A ILF3
RPL36A H1-10
RPL36A EEF2
RPL36A TUBB1
RPL36A MYBBP1A
RPL36A DDX21
RPL36A U2AF1
RPL36A U2AF2
RPL36A NOP58
RPL36A PSTPIP1
RPL36A IGF2BP1
RPL36A RPL27
RPL36A RPS17
RPL36A RPS24
RPL36A SRPK1
RPL36A MAGEB2
RPL36A RPL35A
RPL36A SLC25A5
RPL36A RPL32
RPL36A BRIX1
RPL36A TUFM
RPL36A PWP1
RPL36A AIDA
RPL36A RPS29
RPL36A ACTG2
RPL36A RBM28
RPL36A FAU
RPL36A RPS18
RPL36A RPS21
RPL36A RPS15
RPL36A SRP14
RPL36A DDX56
RPL36A RPS4Y2
RPL36A H1-3
RPL36A SCYL2
RPL36A RPS4Y1
RPL36A RPS28
RPL36A RPL39
RPL36A RPL37
RPL36A C18orf32
WDR77 RPS18
RACK1 ITGB5
RACK1 RPS18
RACK1 EED
LRPPRC RPS18
LRPPRC HLA-B
LRPPRC CECR2
CD4 CTSD
CD4 RPS18
RPS24 RPL34
RPS24 RPS28
RPS24 RPL37
RPS24 RPS15
RPS24 RPS21
RPS24 FAU
RPS24 RPS18
RPS24 RPL32
YWHAG SAMSN1
YWHAG HIVEP3
YWHAG RAPGEF6
YWHAG PTPN14
YWHAG CGNL1
YWHAG CYFIP1
YWHAG RASSF8
YWHAG CEP95
EEF2 RPS18
EEF2 RPL32
EEF2 RPS15
MRPS16 RPS18
MRPS16 MRPS9
DHX30 MCF2L
DHX30 RPS18
PHF5A RPS18
LCK CCDC50
LCK RPS18
LCK PTK2B
LCK ADAM10
LCK CD33
YWHAH PTPN14
YWHAH RASSF8
YWHAH SDK1
YWHAH CYFIP1
EPRS1 MCF2L
EPRS1 RPS18
EPRS1 ARL4D
PRPF3 DHX8
MRPS15 RPS18
MRPS15 MRPS9
EEF1B2 HLA-B
EEF1B2 RPS18
PHB PTMA
PHB MT-CO2
PHB MCF2L
PHB RPS18
PHB ADAM10
TBL2 MCF2L
HNRNPL MCF2L
H1-3 RPL32
H1-3 RPS18
H1-3 RPS15
DDX20 RPS18
SLC4A5 RPS18
C18orf32 RPL34
C18orf32 RPL32
C18orf32 FAU
C18orf32 RPS18
C18orf32 RPS21
C18orf32 RPS15
C18orf32 RPS28
C18orf32 RPL37
RBM28 RPL32
RBM28 RPS18
RBM28 RPS15
MAP3K14 RPL32
MAP3K14 RPS18
MAP3K14 FAU
PABPC1 RPS18
PABPC1 HLA-B
PABPC1 MCF2L
PABPC1 DHX8
POLR1C TCF4
POLR1C MCF2L
SF3B1 TCF4
SF3B1 MCF2L
SF3B1 RPS18
SF3B1 DHX8
SLC25A6 RPS18
SRSF10 RPS18
SYNCRIP MCF2L
SYNCRIP HLA-B
SYNCRIP RPS18
SYNCRIP DHX8
HNRNPC RPS18
HNRNPC MCF2L
HNRNPC KHDRBS3
HNRNPC DHX8
RBM10 RPS18
IKBKG PRKD3
IKBKG SHARPIN
SLC25A3 MCF2L
SLC25A3 RPS18
SF3B3 MCF2L
SF3B3 RPS18
SF3B3 DHX8
SYNE1 MCF2L
SYNE1 RPS18
ANXA1 RPS18
VDAC3 MT-CO2
VDAC3 RPS18
VDAC3 HLA-B
EIF4A2 RPS18
AGO4 RPS18
SF3B6 RPS18
SF3B6 DHX8
ACTG2 RPL32
ACTG2 RPS18
ACTG2 RPS15
GEMIN4 MCF2L
GEMIN4 RPS18
U2AF2 RPL32
U2AF2 RPS18
U2AF2 RPS15
U2AF2 DHX8
DHX36 MCF2L
DHX36 RPS18
RPL35A RPL34
RPL35A RPS21
RPL35A FAU
RPL35A RPL32
RPL35A RPS18
RPL35A RPL37
RPL35A RPS28
RPL35A RPS15
DDX5 RPS18
DDX5 EED
DDX5 DHX8
ATAD3B MCF2L
FARSB RPS18
HSP90AB1 MCF2L
HSP90AB1 RPS18
HSP90AB1 STARD13
PCBP2 MCF2L
MOV10 MCF2L
MOV10 DHX8
RUVBL2 APPL2
RUVBL2 RPS18
RUVBL2 HLA-B
LAS1L MCF2L
LUC7L2 RPS18
LUC7L2 RPL32
LUC7L2 RPS15
ARHGEF4 HLA-B
SRP14 RPL32
SRP14 RPS18
SRP14 RPS15
SRP14 HLA-B
RPL32 ILF2
RPL32 NOLC1
RPL32 TCOF1
RPL32 YBX1
RPL32 EBNA1BP2
RPL32 RPL34
RPL32 HNRNPM
RPL32 TUBA1A
RPL32 ILF3
RPL32 PAK2
RPL32 H1-10
RPL32 TUBB1
RPL32 MYBBP1A
RPL32 DDX21
RPL32 U2AF1
RPL32 PINX1
RPL32 NOP58
RPL32 PSTPIP1
RPL32 IKBKE
RPL32 IGF2BP1
RPL32 RPL27
RPL32 RPS17
RPL32 SRPK1
RPL32 MAGEB2
RPL32 SLC25A5
RPL32 EIF1B
RPL32 RPS18
RPL32 RPL39
RPL32 BRIX1
RPL32 RPS15
RPL32 RPS21
RPL32 RPS29
RPL32 PWP1
RPL32 SCYL2
RPL32 HLA-B
RPL32 RPS4Y2
RPL32 TUFM
RPL32 RPS28
RPL32 RPL37
RPL32 FAU
RPL32 DDX56
RPL32 RPS4Y1
RPS28 MEF2D
RPS28 GRB2
RPS28 RPL34
RPS28 PINX1
RPS28 NOTCH2NLA
RPS28 RPL27
RPS28 RPS17
RPS28 PFDN1
RPS28 KRTAP10-7
RPS28 KRTAP10-8
RPS28 CCNDBP1
RPS28 RPS29
RPS28 KRTAP10-3
RPS28 FAU
RPS28 RPS18
RPS28 RPS21
RPS28 EIF1B
RPS28 RPS15
RPS28 RPL39
RPS28 PSPH
RPS28 RPS4Y2
RPS28 RPS4Y1
RPS28 KRTAP2-4
RPS28 RPL37
RPS28 KRTAP1-1
TNPO1 RPS18
RAN PTMA
RAN RPS18
MRPS22 RPS18
MRPS22 MRPS9
BRIX1 RPS18
BRIX1 RPS15
RPS17 RPL34
RPS17 RPS15
RPS17 FAU
RPS17 RPS18
RPS17 RPL37
RPS17 RPS21
EBNA1BP2 RPS18
EBNA1BP2 RPS15
EBNA1BP2 MCF2L
HNRNPH2 RPS18
DDX18 MCF2L
FBXL13 RPS18
ANXA6 RPS18
ANXA6 PTK2B
MATR3 MCF2L
MATR3 PCBP3
RNF149 RPS18
CUL2 PTPN14
KPNB1 PTMA
KPNB1 RPS18
KPNB1 PRKD3
RPS29 RPL34
RPS29 RPS15
RPS29 RPS18
RPS29 RPS21
RPS29 FAU
RPS29 RPL37
MYL6 RPS18
MYL6 HLA-B
NOP58 RPS18
NOP58 RPS15
EIF3I RPS18
EIF3I HLA-B
GTF3C4 MCF2L
DHX15 RPS18
DHX15 DHX8
MRPS23 RPS18
MRPS23 MRPS9
GNAI2 EYA2
GNAI2 RPS18
MYBBP1A MCF2L
MYBBP1A RPS18
MYBBP1A RPS15
DDX47 MCF2L
SLC25A5 MCF2L
SLC25A5 RPS18
SLC25A5 RPS15
EIF3C RPS18
EIF3M RPS18
HNRNPA2B1 RPS18
HNRNPA2B1 ZMAT3
HNRNPA2B1 DHX8
YBX1 RPS18
YBX1 RPS15
GCN1 TCF4
NOLC1 RPS18
NOLC1 RPS15
SART3 MCF2L
SART3 RPS18
ELAVL1 C12orf75
ELAVL1 MCF2L
SRPK1 RPS18
SRPK1 RPS15
SRPK1 DHX8
VDAC2 PTMA
VDAC2 MT-CO2
VDAC2 RPS18
TUFM RPS18
TUFM RPS15
TUFM HLA-B
DICER1 MCF2L
RPS26P25 MCF2L
RPS26P25 RPS18
PAK1IP1 MCF2L
RPL34 BRCA1
RPL34 MAX
RPL34 EIF6
RPL34 CDK5
RPL34 PSTPIP1
RPL34 RPS18
RPL34 RPL39
RPL34 MAGEB2
RPL34 RPS15
RPL34 CNBP
RPL34 RPS4Y1
RPL34 RPL37
RPL34 DDX56
RPL34 RPS4Y2
RPL34 RPL27
RPL34 RPS21
RPL34 FAU
MCF2L RAC1
MCF2L PELP1
MCF2L SMAD2
MCF2L ILF2
MCF2L SNRNP200
MCF2L RHOA
MCF2L FMR1
MCF2L ILF3
MCF2L CDC42
MCF2L RABAC1
MCF2L AIMP2
MCF2L GTF3C1
MCF2L DIMT1
MCF2L PHB2
MCF2L POLR1A
MCF2L GEMIN2
MCF2L EIF4A3
MCF2L GTPBP4
MCF2L RPN1
MCF2L PABPC3
MCF2L IGF2BP1
MCF2L FXR2
MCF2L WDR18
MCF2L FLG2
MCF2L TEX10
MCF2L YAE1
MCF2L TCP1
MCF2L COPA
MCF2L RHOG
MCF2L IGF2BP3
HNRNPD RPS18
SNRNP200 DHX8
RPL39 FAU
RPL39 RPS18
RPL39 RPS21
RPL39 RPS15
RPL39 RPL37
ENO1 RPS18
ENO1 ATP5PF
MRPS5 RPS18
MRPS5 MRPS9
EIF3B RPS18
ILF2 RPS18
ILF2 TCF4
ILF2 RPS15
FXR2 NCK2
FXR2 CYFIP1
ILF3 RPS18
ILF3 RPS15
TARS1 HLA-B
RPN1 HLA-B
RPL27 RPS18
RPL27 RPS15
RPL27 RPS21
RPL27 FAU
RPL27 RPL37
RPS4Y2 FAU
RPS4Y2 RPS18
RPS4Y2 RPS21
RPS4Y2 RPS15
RPS4Y2 RPL37
HSPD1 RPS18
EIF3E RPS18
TCP1 DOCK5
DDOST RPS18
DDOST HLA-B
PRMT5 RPS18
CMSS1 RPS18
LRRC59 RPS18
LRRC59 HLA-B
TUBB1 RPS18
TUBB1 RPS15
RPS18 EIF3K
RPS18 HNRNPF
RPS18 NFKB2
RPS18 RPS6KB2
RPS18 TCOF1
RPS18 GRB2
RPS18 ANXA2
RPS18 HNRNPM
RPS18 TUBA1A
RPS18 SSRP1
RPS18 PHB2
RPS18 EIF3D
RPS18 HNRNPH1
RPS18 ATP5F1A
RPS18 H1-10
RPS18 DDX3X
RPS18 DDX21
RPS18 TBK1
RPS18 U2AF1
RPS18 EIF4A3
RPS18 COPA
RPS18 MRPS27
RPS18 PTCD3
RPS18 SF3B2
RPS18 TNF
RPS18 IGF2BP1
RPS18 VDAC1
RPS18 MRPS2
RPS18 TNFRSF1B
RPS18 PWP1
RPS18 MME
RPS18 FAU
RPS18 RPS15
RPS18 CAMK2D
RPS18 H2BC6
RPS18 DHCR7
RPS18 RPL37
RPS18 RPS21
RPS18 SCYL2
RPS18 KRR1
RPS18 RPS4Y1
RPS18 HRNR
TUBA1A STARD13
TUBA1A RPS15
TUBA1A POU5F1
ANXA2 HLA-B
FXR1 CYFIP1
EIF3D HLA-B
HNRNPM RPS15
HNRNPM HLA-B
HNRNPM DHX8
HNRNPH1 DHX8
DDX21 RPS15
DDX21 HLA-B
DDX21 EED
TCOF1 RPS15
PWP1 RPS15
VDAC1 MT-CO2
VDAC1 HLA-B
ATP5F1A ATP5PF
HNRNPF DHX8
RPS4Y1 FAU
RPS4Y1 RPS21
RPS4Y1 RPS15
RPS4Y1 RPL37
U2AF1 RPS15
U2AF1 DHX8
IGF2BP3 DHX8
CAMK2B FAM171A2
GTPBP4 EED
SCYL2 RPS15
H1-10 RPS15
SSRP1 LEO1
KRTAP10-7 INPP5D
KRTAP10-7 ITGB5
KRTAP10-7 CCDC26
KRTAP10-7 GRN
KRTAP10-7 IGSF8
RPL37 FAU
RPL37 RPS21
RPL37 RPS15
RPL37 DDX56
FMR1 CYFIP1
IGF2BP1 RPS15
IGF2BP1 HLA-B
RPS15 TRIM25
RPS15 UBE2W
RPS15 UPF2
RPS15 DUSP5
RPS15 FAU
RPS15 RPS21
RPS15 G2E3
MRPS27 MRPS9
DDX3X DHX8
PLCG1 INPP5D
PLCG1 VAV3
PLCG1 BLNK
PHB2 PTMA
SF3B2 TCF4
SF3B2 DHX8
FAU RET
FAU TRAF6
FAU COPS6
FAU PINX1
FAU EIF1B
FAU RPS21
MME INPP5D
RPS21 ZUP1
RPS21 ZNF76
RPS21 EPB41
RPS21 PLEKHF2
RPS21 LBP
RPS21 HLA-B
SUMO3 MEIS1
POLR1A TCF4
MRPS2 MRPS9
EIF4A3 DHX8
MYB ERC2
MYB MAF
ERC2 GIT1
ERC2 PPFIA1
ERC2 MAP2K7
ERC2 LNX1
ERC2 UNC13B
ERC2 RIMS1
ERC2 PPFIA4
ERC2 PPFIA2
ERC2 PPFIA3
ERC2 PCLO
ERC2 BSN
ERC2 GRIP2
ERC2 ERC2
TCF4 NR4A1
TCF4 CTNNB1
TCF4 PIN1
TCF4 PRKDC
TCF4 CDC5L
TCF4 PRPF19
TCF4 MYOD1
TCF4 TWIST1
TCF4 C1orf50
TCF4 PRKAA2
TCF4 NEUROD1
TCF4 TCF3
TCF4 TAL1
TCF4 TCF12
TCF4 HBP1
TCF4 CALM3
TCF4 UBASH3B
TCF4 ARHGEF5
TCF4 SLC4A1AP
TCF4 LMO4
TCF4 PIAS4
TCF4 TOP2A
TCF4 SRSF1
TCF4 CHAF1A
TCF4 DYNC1H1
TCF4 JUP
TCF4 ID3
TCF4 ID1
TCF4 ID2
TCF4 MSC
TCF4 ASCL1
TCF4 TAL2
TCF4 ASCL3
TCF4 TRIM33
TCF4 TCF21
TCF4 CKS1B
TCF4 DDX6
TCF4 EPHB6
TCF4 MATN3
TCF4 MYO5B
TCF4 ZNF124
TCF4 RECK
TCF4 MAD2L2
TCF4 NEK6
TCF4 MAPKBP1
TCF4 GORASP2
TCF4 HSPB7
TCF4 RSPH14
TCF4 NDOR1
TCF4 NME7
TCF4 MEMO1
TCF4 PPIL1
TCF4 TRAPPC2L
TCF4 TAPBPL
TCF4 CABP5
TCF4 ZNF587
TCF4 SGF29
TCF4 EFHC1
TCF4 TWIST2
TCF4 MORN4
TCF4 ASCL4
TCF4 PATE1
TCF4 FERD3L
TCF4 ZDHHC24
TCF4 SEC14L4
TCF4 CBFA2T2
TCF4 CBFA2T3
TCF4 GSE1
TCF4 TCF24
TCF4 HEXIM2
TCF4 ID4
TCF4 NEUROG3
TCF4 BACH1
TCF4 LENG1
TCF4 SRSF2
TCF4 RBMX
TCF4 PTGER3
TCF4 SNRPD1
TCF4 CSNK2A2
TCF4 PPIA
TCF4 SNRPD3
TCF4 PLRG1
TCF4 FAM124B
TCF4 ZNF417
TCF4 ARHGEF1
TCF4 STK16
TCF4 TSSK3
TCF4 AMHR2
TCF4 CWC15
TCF4 C1orf109
TCF4 PLEKHN1
TCF4 EIF4EBP1
TCF4 MRFAP1L1
TCF4 FLAD1
TCF4 GNG10
TCF4 NEUROG1
TCF4 CALM2
TCF4 CDC73
TCF4 SCAF8
TCF4 UTP23
TCF4 LMO1
TCF4 BZW1
TCF4 MAGOHB
TCF4 SNRPD2
TCF4 FRS3
TCF4 TCL1A
TCF4 OTUD4
TCF4 NEU4
TCF4 SHFL
TCF4 EXOSC1
TCF4 SNRPA1
TCF4 HAT1
TCF4 TCF4
TCF4 GTF3C5
TCF4 SIGLEC6
TCF4 SMOC1
TCF4 CDKN2C
TCF4 BCL9
TCF4 BCAS2
TCF4 ATP6V1B2
TCF4 TMEM213
TCF4 EPB41L3
