FLNC SGCD
ACTG1 RPS6KA5
ACTG1 FEZ1
ACTG1 PPP1R9A
ACTG1 IKBKB
ACTG1 CYBB
ACTG1 VIL1
ACTG1 CDC37
MYO1D MAP3K3
MYO1D PPP4C
MYO1D TSC22D1
MYO1D CHUK
MYO1D LRRK2
MYO1D IKBKG
MYO1D RIPK3
MYO1D ILK
MYO1D RIPK2
MYO1D CIAO1
MYO1D PELO
MYO1D PHLDA3
ITCH GLIS3
ITCH UBE2E2
ITCH POU5F1
GLIS3 TRIB3
GLIS3 BAG3
GLIS3 TRAF1
GLIS3 CIB1
GLIS3 NEK6
GLIS3 TRIP6
GLIS3 SUFU
GLIS3 KRTAP6-1
UBE2E2 MDM2
UBE2E2 RNF4
UBE2E2 RNF111
UBE2E2 SIAH1
UBE2E2 RNF11
UBE2E2 PRKN
UBE2E2 BRCA1
UBE2E2 ARRDC3
UBE2E2 WWP2
UBE2E2 RNF25
UBE2E2 SPEN
UBE2E2 RNF5
UBE2E2 TRIM39
UBE2E2 TRIM32
UBE2E2 RUNX1T1
UBE2E2 RNF8
UBE2E2 MID2
UBE2E2 RNF14
UBE2E2 OTUB1
UBE2E2 STUB1
UBE2E2 DZIP3
UBE2E2 RNF185
UBE2E2 RNF2
UBE2E2 RLIM
UBE2E2 CHFR
UBE2E2 PRAM1
UBE2E2 TRIM50
UBE2E2 UBA1
UBE2E2 RNF103
UBE2E2 RNF125
UBE2E2 ARIH2
UBE2E2 XIAP
UBE2E2 DAZAP2
UBE2E2 TRIM23
UBE2E2 DTX3
UBE2E2 FAM9B
UBE2E2 RNF19A
UBE2E2 HERC5
UBE2E2 RING1
UBE2E2 PCGF2
UBE2E2 UBOX5
UBE2E2 ZNRF1
UBE2E2 DTX3L
UBE2E2 MARCHF3
UBE2E2 MKRN3
UBE2E2 CUL9
UBE2E2 RNF114
UBE2E2 TRIM2
UBE2E2 RNF166
UBE2E2 UBR5
UBE2E2 RNF10
UBE2E2 LDHA
UBE2E2 RNF220
UBE2E2 TBC1D1
UBE2E2 MID1
UBE2E2 TRIM3
UBE2E2 CUEDC1
UBE2E2 RNF126
UBE2E2 PGPEP1
UBE2E2 RNF115
MAPK9 MACF1
MAPK9 PBX4
MAPK9 MED12L
MACF1 MAP3K5
MACF1 DAXX
MACF1 JUN
MACF1 CDC5L
MACF1 YWHAG
MACF1 MAPRE1
MACF1 CDK2
MACF1 OPTN
MACF1 CDC42
MACF1 SKIL
MACF1 ATF7IP
MACF1 DTNBP1
MACF1 MPG
MACF1 ACTA1
MACF1 ESRRA
MACF1 PLEKHA5
MACF1 DISC1
MACF1 EXOC1
MACF1 NRXN2
MACF1 SAP18
MACF1 NRCAM
MACF1 TANGO6
MACF1 PLXND1
MACF1 CNTNAP2
MACF1 GOLGA4
MACF1 CNTNAP4
MACF1 NRXN1
PBX4 LMO2
PBX4 RBX1
PBX4 KDM1A
PBX4 BCL6
PBX4 PIK3R3
PBX4 EIF3B
PBX4 WWOX
PBX4 GINS4
PBX4 NEK6
PBX4 USHBP1
PBX4 EIF3F
PBX4 NCK2
PBX4 GADD45GIP1
PBX4 SERTAD1
PBX4 SMARCD1
PBX4 PICK1
PBX4 OSTF1
PBX4 EIF1AD
PBX4 IPO13
PBX4 IFT20
PBX4 TFIP11
PBX4 RANBP3
PBX4 PPL
PBX4 MBD3
PBX4 C1orf109
PBX4 MAGOHB
PBX4 TSSK3
PBX4 ARHGEF3
PBX4 TRIM41
PBX4 CDKN2C
PBX4 HOXB5
PBX4 GEM
PBX4 PKNOX1
PBX4 MEIS2
PBX4 PIH1D2
PBX4 NUTF2
PBX4 C14orf119
PBX4 CHCHD2
PBX4 HOXC8
PBX4 SPG21
PBX4 PACSIN2
PBX4 CCM2L
PBX4 ZNF330
PBX4 TXNDC9
PBX4 EXOC8
PBX4 USP20
PBX4 RIPPLY1
PBX4 MIPOL1
PBX4 SCNM1
PBX4 PKNOX2
PBX4 HOXD4
PBX4 BFSP2
PBX4 HOXC5
PBX4 HOXB2
PBX4 KLHL38
PBX4 CPNE7
PBX4 CLCNKA
PBX4 SPANXN3
PBX4 TSEN15
PBX4 RIPPLY2
PBX4 GPANK1
PBX4 HSBP1L1
PBX4 UBTFL1
PBX4 SPANXN2
MED12L AR
MED12L CKS1B
MED12L TLE5
MED12L CDK8
MED12L MED13
MED12L TTC23
MED12L MSRB3
GRB2 SYK
GRB2 EPS15
GRB2 ETV6
GRB2 SOS1
GRB2 CBLB
GRB2 PTPRE
GRB2 GAREM1
GRB2 LRRK1
GRB2 IRS2
GRB2 DOCK4
GRB2 IKZF3
GRB2 LYN
GRB2 PTPN22
GRB2 PHACTR1
GRB2 ABLIM1
GRB2 A2M
GRB2 ARPC3
GRB2 ADAM12
GRB2 NCKAP5
GRB2 SGIP1
GRB2 CFH
GRB2 SVIL
GRB2 TRAT1
GRB2 PHACTR2
GRB2 CCL5
GRB2 EPHB1
GRB2 TJP1
GRB2 NAALADL2
GRB2 ANK2
GRB2 SCIN
GRB2 KCNMA1
GRB2 RIN3
GRB2 FLRT2
GRB2 SKAP1
GRB2 PAG1
GRB2 CD247
GRB2 MT2A
GRB2 B2M
GRB2 SLC1A2
GRB2 MERTK
GRB2 TXK
GRB2 ADAM10
GRB2 ASB16
GRB2 TMOD3
CBL FGR
CBL SYK
CBL LYN
CBL EPHB1
CBL CD38
CBL GRAP2
CBL CBLB
CBL TGFBR2
CBL PTPN22
CBL SOS1
CBL PTPRJ
CBL PTPRG
CD2AP SOS1
CD2AP CBLB
CD2AP CASK
CD2AP PATJ
SH3KBP1 CBLB
SH3KBP1 CTSB
SH3KBP1 SOS1
SH3KBP1 BMPR1B
SH3KBP1 PATJ
SH3KBP1 ARHGAP27
NCK1 SYK
NCK1 EPS15
NCK1 SOS1
NCK1 CBLB
NCK1 EPHB1
NCK1 CD3E
NCK1 RIN3
NCK1 TNIK
NCK1 SASH1
NCK1 NCKAP5
NCK1 NTRK2
NCK1 PHACTR2
NCK1 ANK2
NCK1 ASB16
GRAP2 ERBB2
GRAP2 ASAP1
GRAP2 SHC1
GRAP2 ALB
GRAP2 PRKAA2
GRAP2 ZBTB7B
GRAP2 GAB1
GRAP2 CCNDBP1
GRAP2 HNRNPK
GRAP2 RBPMS
GRAP2 STAMBP
GRAP2 LCP2
GRAP2 CD28
GRAP2 MAP4K1
GRAP2 USP8
GRAP2 SPRY2
GRAP2 ZSCAN21
GRAP2 GAREM1
GRAP2 RACK1
GRAP2 YWHAE
GRAP2 KRTAP4-12
GRAP2 KHDRBS1
GRAP2 PTPN23
GRAP2 GAB3
GRAP2 SHB
GRAP2 KIT
GRAP2 BEND5
GRAP2 FASLG
GRAP2 PRPH2
GRAP2 GFAP
GRAP2 SOS2
GRAP2 LAX1
GRAP2 PRR35
GRAP2 KPRP
GRAP2 SH2D4A
GRAP2 PBLD
GRAP2 ZNF250
GRAP2 RAVER1
GRAP2 ZNF319
GRAP2 MOS
BTK SYK
BTK CBLB
BTK LYN
CD79A SYK
CD79A LYN
CD79A SLC38A1
CD79A NKG7
CD79A ITGAM
CD79A CDIPT
MAP4K1 SYK
MAP4K1 LYN
DOK3 LYN
SYK HDAC1
SYK HDAC3
SYK STAT3
SYK PLCG1
SYK STAT1
SYK JAK1
SYK ERBB2
SYK SRC
SYK FGR
SYK VAV1
SYK CTTN
SYK TRAIP
SYK CBLB
SYK TRAF6
SYK LCP2
SYK MAPT
SYK HDAC6
SYK PIK3R1
SYK CALM1
SYK PTPN6
SYK TUBG1
SYK LYN
SYK CRKL
SYK FYN
SYK INPP5D
SYK LCK
SYK FCGR2A
SYK SH3BP2
SYK SYK
SYK USP25
SYK UBASH3B
SYK FCGR3A
SYK TENT5A
SYK DPP9
SYK CD22
SYK CD4
SYK CD3E
SYK PTK2B
SYK SHC1
SYK ITGB2
SYK TUBA4A
SYK UBB
SYK CSF2RB
SYK RASA1
SYK TUBA1A
SYK HNRNPU
SYK STAT5A
SYK ERBB3
SYK FCGR1A
SYK MAPK3
SYK PXN
SYK ERBB4
SYK PLCG2
SYK ITGB3
SYK RPS6KB2
SYK PIK3R2
SYK RPS6KB1
SYK PIK3AP1
SYK IL15RA
SYK SNCA
SYK CD72
SYK EPOR
SYK PAG1
SYK RPS6KA1
SYK DBNL
SYK CD19
SYK LAX1
SYK TLR4
SYK SLA
SYK NFAM1
SYK FCGR2C
SYK RAI14
SYK DUSP3
SYK RPS6KA2
SYK TYROBP
SYK LAT2
SYK MS4A2
SYK FCER1G
SYK PIP5K1B
SYK EZR
SYK CD79B
SYK SLC4A1
SYK SH2B2
SYK RHBG
SYK FCRL3
SYK VAV2
SYK IL2RB
SYK SIT1
SYK POU2AF1
SYK HCLS1
SYK SH2D2A
SYK CSF3R
SYK GCSAM
SYK SIRPB1
SYK SELPLG
PLCG2 PLD1
PLCG2 CBLB
PLCG2 EPB41L2
PLCG2 LYN
PLCG2 DGKG
PIK3R1 TGFBR2
PIK3R1 CBLB
PIK3R1 IRS2
PIK3R1 CD3E
PIK3R1 CD7
PIK3R1 ADAM12
PIK3R1 CD247
PIK3R1 CD4
PIK3R1 SOS1
PIK3R1 HCST
PIK3R1 TRAT1
PIK3R1 NTRK2
PIK3R1 SOCS6
PIK3R1 PHACTR2
PIK3R1 TXK
SOS1 CTNNB1
SOS1 MAPK1
SOS1 PLCG1
SOS1 PTPN11
SOS1 ESR1
SOS1 ERBB2
SOS1 SRC
SOS1 FGFR1
SOS1 CAV1
SOS1 SHC1
SOS1 CRKL
SOS1 CYTH2
SOS1 MAPK3
SOS1 CTNNA1
SOS1 HRAS
SOS1 RRAS
SOS1 FYN
SOS1 ERBB3
SOS1 BCR
SOS1 ABI1
SOS1 SIRPA
SOS1 CRK
SOS1 MUC1
SOS1 FRS2
SOS1 ITSN2
SOS1 COPS3
SOS1 LAMA5
SOS1 ABL1
SOS1 PIK3R2
SOS1 RIT2
SOS1 SKAP2
SOS1 BCAR1
SOS1 EPS8L1
SOS1 SNX9
SOS1 GAB1
SOS1 KDM2A
SOS1 ATP6V1E1
SOS1 HCK
SOS1 CD19
SOS1 NAPA
SOS1 NCK2
SOS1 SNX18
SOS1 PTPN6
SOS1 EPS8L2
SOS1 GRAP
SOS1 SOS1
SOS1 SH3PXD2A
SOS1 ANXA2
SOS1 UBR1
SOS1 ZNF804A
SOS1 HDLBP
SOS1 SNX13
SOS1 CYTH3
SOS1 PACSIN3
SOS1 ZAP70
SOS1 RPL4
SOS1 ABI3
SOS1 SPTAN1
SOS1 LCP2
SOS1 BIN1
SOS1 RANBP9
SOS1 SRGAP2
SOS1 STK39
SOS1 HSPA4L
SOS1 SH3BP5
SOS1 NF2
SOS1 DNAJC14
SOS1 LAT2
SOS1 UBASH3A
YWHAZ EPB41L2
YWHAZ RIPOR2
YWHAZ ITGB2
YWHAZ SAMD4A
YWHAZ UCP2
YWHAZ IRS2
YWHAZ SRGAP2
YWHAZ LYST
YWHAZ SRGAP1
YWHAZ CYFIP1
YWHAZ RAP1GAP2
YWHAZ KAT8
YWHAZ MVP
YWHAZ TLK2
MAPK1 RPS6KA2
MAPK1 CIITA
MAPK1 NCOA2
MAPK1 PTPRE
MAPK1 TNIK
MAPK1 NTRK3
PLCG1 NTRK2
PLCG1 IRS2
PLCG1 LYN
PLCG1 TRIO
PLCG1 DGKG
PLCG1 NTRK3
PLCG1 RIN3
PLCG1 DDIT4
PLCG1 PLD1
PLCG1 PHACTR2
PLCG1 PTPRJ
BCAR1 LYN
BCAR1 TNS3
BCAR1 PLPP3
NAP1L1 NAP1L4
CRKL ITGB1
CRKL CBLB
CRKL SASH1
CRKL LYN
CRKL ETV6
ITK HAVCR2
ITK PLEKHM1
BANP RHOH
BANP PHF21A
CAMK2A ITGB1
CAMK2A TAB2
CAMK2A DAPK2
CAMK2A GABRB1
CAMK2A SOX5
CAMK2A RBM47
ERBB2 MERTK
ERBB2 PTPN22
ERBB2 HLA-A
ERBB2 RIN2
ERBB2 PTPRJ
ERBB2 FGR
ERBB2 TNS3
ERBB2 PTPRG
ERBB2 PTPRZ1
ERBB2 TXK
CRK EPS15
CRK CBLB
CRK IRS2
CRK RGS20
CRK AGPAT4
CRK PHACTR2
CRK RIN3
CRK TXK
CRK KIF22
CBLB RET
CBLB SRC
CBLB ASAP1
CBLB UBC
CBLB RNF11
CBLB NTRK1
CBLB SHC1
CBLB NEDD4
CBLB FYN
CBLB KIT
CBLB VAV2
CBLB VAV3
CBLB IRS1
CBLB VAV1
CBLB DDR2
CBLB UBE2D2
CBLB GORASP2
CBLB NCK2
CBLB ZAP70
CBLB CBLB
CBLB UBASH3B
CBLB SP7
CBLB NEDD8
CBLB DUXAP9
CBLB LYN
CBLB FYB1
CBLB TRIM27
CBLB NR2C2
CBLB CRY1
CBLB GLRX3
CBLB ARHGEF7
CBLB HCK
CBLB SPRY2
CBLB ABI1
CBLB FLT3
CBLB CARD11
CBLB SORBS3
CBLB ASAP2
CBLB TNFRSF11A
CBLB YES1
CBLB PTK6
CBLB OSTF1
CBLB SH3RF1
CBLB SORBS2
CBLB VPS26C
CBLB UBASH3A
PTPN6 LYN
PTPN6 IRS2
PTPN6 LILRB1
PTPN6 KLRB1
PTPN6 PAG1
PTPN6 CD247
PTPN6 KLRC1
PTPN6 CD33
PTPN6 SIGLEC11
LCP2 LYN
LCP2 PAG1
LCP2 TRAT1
LCP2 TXK
CD72 LYN
CD72 SEMA4D
NAP1L4 NPM1
NAP1L4 CSNK2A1
NAP1L4 EP300
NAP1L4 H3-4
NAP1L4 NCL
NAP1L4 PES1
NAP1L4 MAGED2
NAP1L4 LCA5
NAP1L4 CSNK2A2
NAP1L4 H3C14
NAP1L4 MAPK13
NAP1L4 H2BC21
NAP1L4 H2AC8
NAP1L4 MAP2K5
NAP1L4 H2AC20
NAP1L4 H4C14
NAP1L4 H1-1
NAP1L4 NAP1L4
VAV1 PTPN22
VAV1 ITGB2
VAV1 MERTK
VAV1 PAG1
LAT2 LYN
ATF2 CCL5
RELA APBA2
RELA TCF4
RELA CEBPD
RELA BHLHE41
RELA CCL5
RELA CAMK4
RELA UNC5CL
CDKN2A CTBP2
CDKN2A BACH1
CDKN2A RIN2
ARRB1 FGR
ARRB1 DGKG
ARRB1 CPNE8
ARRB1 TMOD3
JUN NTRK3
JUN DST
JUN CCL5
JUN NCOA2
JUN MAF
JUN MT2A
JUN HESX1
PKMYT1 CD3E
PKMYT1 TMEM101
GCH1 ATP1B1
HAX1 SOCS6
TP53 BACH1
TP53 TCF4
TP53 RBPJ
TP53 RUNX3
TP53 CABLES1
TP53 ANK2
TP53 RPS6KA2
TP53 MAPK4
TP53 NMT2
TP53 NCOA2
TP53 SAT1
TP53 STK17A
TP53 AGO2
TP53 TMSB4X
TP53 DLEU1
TP53 KAT8
MYC CTBP2
MYC MIS18BP1
MYC ITGA1
MYC ICA1
H3C10 MAPK4
COPS5 ITGB2
COPS5 ZEB1
COPS5 PLAC8
RXRA NCOA2
RXRA MAPK4
LCK RPSA
LCK PAG1
LCK CD247
LCK PTPN22
LCK PTPRJ
LCK LYN
LCK SKAP1
LCK CD4
LCK PTPRZ1
LCK PTPRM
LCK CD3E
LCK MAPK4
LCK CD8A
LCK PTPRG
LCK TRAT1
LCK FCGR3A
LCK CD38
LCK RORB
LCK ADAM10
LCK CD33
MYB MAF
MYB MAPK4
FOS MAF
FOS NCOA2
FOS SBF2
FOS TMSB10
FOS MAPK4
FOS NTRK3
FOS RPS6KA2
FOS MT2A
FOS TLN2
FOS AGTPBP1
NR3C1 NCOA2
NR3C1 CD4
NR3C1 EPB41L2
NR3C1 FTH1
NR3C1 ATP1B1
NR3C1 MAPK4
NR3C1 SVIL
NR3C1 ZBTB20
ESR1 NCOA2
ESR1 TAB2
ESR1 GNB4
ESR1 MAPK4
ESR1 RPS6KA2
ESR1 SVIL
ESR1 RFX4
ESR1 MVP
SHC1 NTRK2
SHC1 LYN
SHC1 CD3E
SHC1 PAG1
SHC1 CD247
SHC1 NTRK3
SHC1 PLPP3
SHC1 IRS2
SHC1 FCGR3A
MAPK6 APBA2
MAPK6 HIP1
MAPK6 RAB31
MAPK6 ARPC3
MAPK6 DST
MAPK6 MAPK4
MAPK6 TNRC6C
MAPK6 PLEKHM1
MAPK6 ATP5PF
H3C2 MAPK4
RCAN1 MAPK4
GTF3C1 SYNE1
GTF3C1 CPE
ETS1 MAF
ETS1 MAPK4
ETS1 CD8A
ETS1 PCNX1
CEBPE CEBPD
CEBPE MAPK4
CREBBP GLI3
CREBBP TRERF1
CREBBP NCOA2
CREBBP RPS6KA2
CREBBP NFIA
CREBBP CAMK4
CREBBP CEBPD
CREBBP RBPJ
CREBBP MAF
CCNB1 TGFBR2
CCNB1 MAPK4
GRK2 GRK3
GRK2 MAPK4
MAPK8IP1 ITGB2
PPARA MAPK4
HSF1 MAPK4
ATN1 MAGI1
ATN1 PCSK5
ATN1 LYST
ATN1 GRN
H3C7 MAPK4
TCF3 TCF4
TCF3 MAPK4
H3C4 MAPK4
HNRNPK KHDRBS3
HNRNPK QKI
HNRNPK LYN
HNRNPK DHX8
H3C8 MAPK4
H3C1 MAPK4
H3C1 KAT8
H3C1 KIF18B
H3C1 MRPS9
CEBPB CEBPD
CEBPB MAPK4
CEBPB RPS6KA2
CEBPB BHLHE41
CEBPB SOX6
CEBPB CCL5
MYLK MAPK4
H3C6 MAPK4
MAP2K7 SYNE1
SNTA1 AQP4
SNTA1 MAPK4
RPS6KA1 MAGI1
RPS6KA1 SHROOM3
RPS6KA1 MAPK4
RPS6KA1 RPS6KA2
RPS6KA1 PSD3
PLA2G4A MAPK4
H3C3 MAPK4
H3C12 MAPK4
CDK5 CCND3
CDK5 CABLES1
UNC119 CD247
UNC119 LYN
UNC119 CD4
UNC119 CD3E
UNC119 SAT1
UNC119 TMSB4X
UNC119 TMEM200A
UNC119 HLA-DQA1
UNC119 ARL4D
MAPKAPK2 MAPK4
MAPKBP1 TCF4
MAPKBP1 ADAM12
MAPKBP1 RGS20
CDKN1A CCND3
CDKN1A IKZF3
CDKN1A TCF4
CDKN1A CTSB
CDKN1A A2M
CDKN1A MAPK4
CDKN1A SPRED1
CDKN1A TMSB4X
IRS1 IRS2
IRS1 MAPK4
SLC9A1 RPS6KA2
SLC9A1 TNIK
MAPK8IP2 PRSS23
ZFP36 PRR5L
ZFP36 MAPK4
MAP2K1 ZHX2
MAP2K1 RPS6KA2
H3C11 MAPK4
MC1R MAPK4
MC1R SEL1L3
DUSP10 CASK
STMN2 RGS20
STMN2 MAPK4
STMN1 MAPK4
STMN1 CAMK4
MAP2K2 RASSF8
KRT8 TJP1
KRT8 MAPK4
MAPK14 ETV6
ETV6 SUMO1
ETV6 SIN3A
ETV6 NCOR1
ETV6 UBE2I
ETV6 KAT5
ETV6 PIN1
ETV6 UBC
ETV6 MAPK3
ETV6 FLI1
ETV6 ETV6
ETV6 FBXL6
ETV6 L3MBTL1
ETV6 ACTA1
ETV6 AP1M1
ETV6 SKP1
ETV6 SMURF1
ETV6 NTAQ1
MAP3K3 LYN
MAP3K3 DIP2B
MAP3K3 SCIN
MAP3K3 TMOD3
LYN STAT3
LYN CSNK2A1
LYN PRKDC
LYN CDK1
LYN TRIP10
LYN SRC
LYN JAK2
LYN PRKCD
LYN KRAS
LYN ITGB1
LYN SNCA
LYN PPP1R8
LYN GCSAM
LYN CSNK2B
LYN KLF5
LYN RPS6KB1
LYN RPS6KB2
LYN CDK2
LYN STAT5A
LYN MAPK3
LYN HRAS
LYN FYN
LYN KIT
LYN BCR
LYN FASLG
LYN WAS
LYN KHDRBS1
LYN CD22
LYN TNK2
LYN MAP2
LYN CSF3R
LYN ABL1
LYN SH2B2
LYN EPOR
LYN MUC1
LYN ADAM15
LYN CDKN1B
LYN PIK3C2B
LYN SOS2
LYN PTK2B
LYN INPP5D
LYN WIPF1
LYN SH2D4A
LYN PIK3R3
LYN SLC4A1
LYN DLG4
LYN SMARCC1
LYN CDK4
LYN POU2F1
LYN ITPR1
LYN PECAM1
LYN CASP3
LYN CASP7
LYN CSF2RB
LYN PAK2
LYN IL2RB
LYN FGFR2
LYN NEDD9
LYN CSK
LYN PAG1
LYN RASA1
LYN CBLC
LYN RGS16
LYN PTPRC
LYN PPP1R15A
LYN NRAS
LYN SH2D1A
LYN KHDRBS2
LYN DOK1
LYN MME
LYN GAB3
LYN SKAP2
LYN BANK1
LYN PIK3CG
LYN TRPV4
LYN GP6
LYN CENPV
LYN NDFIP2
LYN ACSL3
LYN ANKRD54
LYN LNP1
LYN CD19
LYN IGHA1
LYN PDE4A
LYN GRIA3
LYN NDN
LYN SLAMF1
LYN IL7R
LYN FCGR2C
LYN ELF1
LYN TRAT1
LYN ABI1
LYN PRAM1
LYN SPHK2
LYN ATP2B4
LYN ITGA4
LYN ELF2
LYN TEC
LYN PRKCQ
LYN CD36
LYN PLAUR
LYN CASP8
LYN NPHS1
LYN CD79B
LYN TYK2
LYN NMT1
LYN MATK
LYN EFS
LYN DAPP1
LYN LYN
LYN CASP9
LYN ETV7
LYN FCER1G
LYN EVL
LYN FCGR2A
LYN CD24
LYN SKAP1
LYN FCGR1A
LYN POU2F2
LYN CSF2RA
LYN FCAR
LYN UBB
LYN MS4A1
LYN CHST15
LYN HCLS1
LYN RBM12
LYN PILRB
LYN MS4A2
LYN FCGR2B
LYN LIME1
LYN YES1
LYN CTLA4
LYN UCK2
LYN FOLR1
DIP2B SQSTM1
SCIN ACTC1
SCIN ACTA1
SCIN RIPK3
MAP3K7 TAB2
MAP3K7 PPM1L
TAB2 ZBTB16
TAB2 NCOR1
TAB2 HDAC1
TAB2 HDAC3
TAB2 RNF4
TAB2 AR
TAB2 NFKB1
TAB2 UBC
TAB2 HSPA8
TAB2 FOSL1
TAB2 CLTC
TAB2 HSPA5
TAB2 CALM3
TAB2 TRAF6
TAB2 ERBB4
TAB2 RUVBL2
TAB2 TUBB
TAB2 CCAR2
TAB2 DNAJA1
TAB2 XIAP
TAB2 RPS27
TAB2 BECN1
TAB2 RUVBL1
TAB2 TBL1X
TAB2 HSP90AB1
TAB2 SIK1
TAB2 YWHAE
TAB2 SIK3
TAB2 HDAC5
TAB2 TRAF2
TAB2 IKBKG
TAB2 TPM3
TAB2 SPTAN1
TAB2 NLK
TAB2 HSPA1A
TAB2 CALM1
TAB2 HNRNPH1
TAB2 TAB1
TAB2 CDC37
TAB2 TIMM50
TAB2 PFKL
TAB2 HSPA9
TAB2 TNFRSF11A
TAB2 NR2C2
TAB2 RIPK1
TAB2 MALT1
TAB2 EMILIN1
TAB2 TAB3
TAB2 PPIL3
TAB2 TAB2
TAB2 NUMBL
TAB2 IRAK1
TAB2 TNF
TAB2 EDARADD
TAB2 DYNC2I2
TAB2 TRIM38
TAB2 TLR3
TAB2 EEF1A2
TAB2 UBB
TAB2 RPL23
TAB2 BCL10
TAB2 HSPA2
TAB2 CALM2
TAB2 CAD
TAB2 UBA52
TAB2 RPS27A
TAB2 SEC13
TAB2 LGALS3BP
TAB2 CNTN2
TAB2 CS
TAB2 BAG2
TAB2 TUBA3C
TAB2 PEDS1-UBE2V1
TAB2 C1QBP
TAB2 EIF2AK2
TAB2 TUBB4A
TAB2 TUBA3D
TAB2 TRAF3IP1
TAB2 HSF2BP
TAB2 VPS52
TAB2 ZFP64
TAB2 KRT85
TAB2 ZNF143
PML TGFBR2
TGFBR2 SMAD4
TGFBR2 DAXX
TGFBR2 ZFYVE9
TGFBR2 SP1
TGFBR2 CTNNB1
TGFBR2 CDK1
TGFBR2 SRC
TGFBR2 UBC
TGFBR2 CLU
TGFBR2 TGFB1
TGFBR2 FSTL1
TGFBR2 SMAD3
TGFBR2 AP2B1
TGFBR2 EGR1
TGFBR2 SMAD7
TGFBR2 SP3
TGFBR2 HSP90AA2P
TGFBR2 NFYB
TGFBR2 NFYA
TGFBR2 STRAP
TGFBR2 TRAF6
TGFBR2 DAB2
TGFBR2 PIK3R2
TGFBR2 PARD6A
TGFBR2 PAK1
TGFBR2 USP2
TGFBR2 FAF1
TGFBR2 SMURF1
TGFBR2 TRAP1
TGFBR2 ARHGEF7
TGFBR2 ARHGEF6
TGFBR2 CCNB2
TGFBR2 SMURF2
TGFBR2 TGFBR1
TGFBR2 TGFB1I1
TGFBR2 TGFBRAP1
TGFBR2 EIF3I
TGFBR2 CD44
TGFBR2 NRP1
TGFBR2 PSMD14
TGFBR2 ELF3
TGFBR2 TGFB3
TGFBR2 ENG
TGFBR2 MARCHF7
TGFBR2 MYADM
TGFBR2 TGFBR2
TGFBR2 KCNK18
TGFBR2 TGFB2
TGFBR2 ACVRL1
TGFBR2 OSR1
TGFBR2 SNX6
TGFBR2 ACVR1
TGFBR2 TSSK1B
TGFBR2 DYNLT4
SPI1 ITGB2
SPI1 ITGAM
SPI1 CEBPD
ITGB2 PRKCD
ITGB2 HSPA8
ITGB2 DAB1
ITGB2 NUMB
ITGB2 GABPA
ITGB2 FHL2
ITGB2 CYTH2
ITGB2 PRKCB
ITGB2 ABL1
ITGB2 PRKAR1A
ITGB2 PTK2B
ITGB2 RACK1
ITGB2 HSP90AB1
ITGB2 ACTN4
ITGB2 KRT31
ITGB2 YWHAB
ITGB2 PRKCI
ITGB2 PRKCZ
ITGB2 ICAM1
ITGB2 CYTH1
ITGB2 RANBP9
ITGB2 NOTCH2NLA
ITGB2 SHARPIN
ITGB2 HSPA1A
ITGB2 PRKCG
ITGB2 PRKCE
ITGB2 VNN2
ITGB2 FCER2
ITGB2 ICAM3
ITGB2 GULP1
ITGB2 PRKCQ
ITGB2 CD226
ITGB2 DOK1
ITGB2 FUT4
ITGB2 ICAM4
ITGB2 HP
ITGB2 SVIL
ITGB2 CD82
ITGB2 ICAM2
ITGB2 ITGAX
ITGB2 ITGAL
ITGB2 PLAUR
ITGB2 TLN1
ITGB2 PRKCH
ITGB2 SEC31A
ITGB2 ANKS1B
ITGB2 RABGAP1
ITGB2 SLC39A7
ITGB2 SEC23IP
ITGB2 RDX
ITGB2 PI4KA
ITGB2 TLN2
ITGB2 KNG1
ITGB2 CD14
ITGB2 ILK
ITGB2 ICAM5
ITGB2 ITGAM
ITGB2 PTPRB
ITGB2 CD63
ITGB2 ESM1
ITGB2 LAMA3
ITGB2 ITGAD
ITGB2 MPP3
ITGB2 COPS3
ITGB2 ITGB2
ITGB2 PRTN3
ITGB2 KRTAP10-8
ITGB2 CYSRT1
ITGB2 MTIF3
ITGB2 ADAMTSL4
ITGB2 TM4SF18
ITGB2 LHFPL5
ITGB2 NBPF19
ITGB2 APOL2
ITGB2 UPK1B
ITGB2 SCML1
ITGB2 MS4A7
ITGAM SP1
ITGAM BCAP31
ITGAM AUP1
ITGAM MUC1
ITGAM GP1BA
ITGAM ARL13B
ITGAM PGRMC2
ITGAM JAM3
ITGAM ICAM1
ITGAM GORAB
ITGAM GJB1
ITGAM GJA8
ITGAM TMEM31
ITGAM IRAK1
ITGAM KASH5
ITGAM CREB3L1
ITGAM ABHD16A
ITGAM MRM1
ITGAM MMGT1
ITGAM SLC35C2
ITGAM PLAUR
ITGAM MGST3
ITGAM ICAM2
ITGAM CD63
ITGAM ELANE
ITGAM ICAM4
ITGAM FGG
ITGAM PRTN3
ITGAM THY1
ITGAM HP
ITGAM CFH
ITGAM CLEC4M
ITGAM TMEM14B
ITGAM CERS4
ITGAM TMX2
ITGAM AQP6
ITGAM SCN3B
ITGAM HSD17B13
ITGAM ERGIC3
ITGAM KIR2DL3
ITGAM SLC10A6
ITGAM REEP4
ITGAM ELOVL4
ITGAM GPR42
ITGAM RUSF1
ITGAM TMEM52B
ITGAM KCNJ6
ITGAM TMEM229B
ITGAM DKK4
ITGAM REEP2
ITGAM SYT2
ITGAM CLRN1
ITGAM PIGP
