MAP2K4 BLNK
TCF4 MAGOHB
TCF4 SNRPD2
TCF4 FRS3
TCF4 TCL1A
TCF4 OTUD4
TCF4 NEU4
TCF4 SHFL
TCF4 EXOSC1
TCF4 SNRPA1
TCF4 HAT1
TCF4 TCF4
TCF4 GTF3C5
TCF4 SIGLEC6
TCF4 SMOC1
TCF4 CDKN2C
TCF4 BCL9
TCF4 BCAS2
TCF4 ATP6V1B2
TCF4 TMEM213
TCF4 EPB41L3
TCF4 TXNL4B
TCF4 KLHL32
TCF4 SLC39A13
TCF4 NUDT10
TCF4 REXO1L6P
TCF4 SFPQ
TCF4 VPS28
TCF4 HAND2
TCF4 PPM1D
TCF4 GUCD1
TCF4 SPG21
TCF4 SF3B4
TCF4 NEK8
TCF4 NOL9
TCF4 DMRT3
TCF4 SMCP
TCF4 FAM74A4
TCF4 BCL2L2
TCF4 GLRX3
TCF4 AQP1
TCF4 PPP1R18
TCF4 GOLGA8EP
TCF4 KCTD14
TCF4 LASP1
TCF4 MLLT6
TCF4 STAMBPL1
TCF4 CALM1
TCF4 SNRPA
TCF4 LNPEP
TCF4 PSMG2
TCF4 GEM
TCF4 SFI1
TCF4 CHIC2
TCF4 KLC3
TCF4 CHCHD2
TCF4 FAH
TCF4 INS
TCF4 RAB41
TCF4 PBLD
TCF4 TSSC4
TCF4 MRPL10
TCF4 SCOC
TCF4 NR2C2AP
TCF4 LGALS14
TCF4 ARMC7
TCF4 ZNF205-AS1
TCF4 POLR1A
TCF4 SRRM1
TCF4 OSGIN1
TCF4 ASPSCR1
TCF4 SPATC1L
TCF4 MSRB3
TCF4 STX11
TCF4 NCK2
TCF4 LYL1
TCF4 DEF6
TCF4 SZT2
TCF4 TCEA2
TCF4 CFAP77
TCF4 RABIF
TCF4 EIF4E2
TCF4 GCN1
TCF4 ORC4
TCF4 NMUR2
TCF4 CDC37
TCF4 NOXA1
TCF4 ZMYND10
TCF4 CCNH
TCF4 SPO11
TCF4 ATP11B
TCF4 ASAP3
TCF4 NXT2
TCF4 SMG9
TCF4 DNTT
TCF4 TTF2
TCF4 EXOC8
TCF4 OLFM3
TCF4 NEUROD4
TCF4 BANF2
TCF4 FAM110A
TCF4 NECTIN2
TCF4 TSTD2
TCF4 CPNE2
TCF4 C1orf56
TCF4 NUDT22
TCF4 MSGN1
TCF4 DUSP23
TCF4 ALKBH4
TCF4 TCF23
TCF4 MARF1
TCF4 TRIM68
TCF4 KLHL38
TCF4 NHLH2
TCF4 TRIML2
TCF4 ATOH7
TCF4 COA5
TCF4 FIGLA
TCF4 RAD51D
TCF4 CLCNKA
TCF4 DUSP29
TCF4 BCL2L15
TCF4 ATG9A
TCF4 NXPE2
TCF4 ARL16
TCF4 NFAM1
TCF4 SCX
TCF4 MYO15B
RNF125 UBC
RNF125 UBE2D1
RNF125 UBE2D3
RNF125 UBE2W
RNF125 UBE2L3
RNF125 UBE2D2
RNF125 UBE2E2
RNF125 UBE2K
RNF125 UBE2N
RNF125 UBE2D4
RNF125 EFHC1
RNF125 UBE2L6
RNF125 RNF125
RNF125 TRIM14
RNF125 IL1RL2
RNF125 UBE2U
RNF125 SPAG8
RNF125 MYOZ3
RNF125 FNDC11
RNF125 ZNF414
RNF125 BHLHA9
RNF125 PNMA6A
KLF6 HDAC3
KLF6 SP1
KLF6 EHMT2
KLF6 KLF4
KLF6 LCOR
KLF6 GTF3C1
KLF6 POLA2
KLF6 PNO1
KLF6 CELSR2
KLF6 APOM
CABLES1 TP63
CABLES1 CDK7
CABLES1 CDK1
CABLES1 CDK9
CABLES1 ALB
CABLES1 CDK6
CABLES1 TP73
CABLES1 CDK2
CABLES1 ABL1
CABLES1 CDK4
CABLES1 CCNE1
CABLES1 CCNA1
CABLES1 CDK3
CABLES1 CDK5
CABLES1 CDC42
CABLES1 TDRD7
TRIM22 USP7
TRIM22 CREB1
TRIM22 CIITA
TRIM22 TAF7
TRIM22 CIC
TRIM22 RERE
TRIM22 PLEKHF2
TRIM22 ZZZ3
GRK5 CAV1
GRK5 SNCA
GRK5 DDB1
GRK5 AGTR1
GRK5 ADRB2
GRK5 GIT1
GRK5 CABP1
GRK5 TBXA2R
GRK5 CALM1
GRK5 CUL4B
GRK5 DLGAP2
GRK5 CALM2
GRK5 AVPR2
GRK5 SNCG
GRK5 BDKRB2
GRK5 SNCB
GRK5 OXTR
GRK5 RHO
GRK5 MC4R
GRK5 TACR1
GRK5 CHRM2
GRK5 GRK5
GRK5 AVPR1A
GRK5 AVPR1B
GRK5 RCVRN
CDK6 RB1
CDK6 JUN
CDK6 NPM1
CDK6 RUNX1
CDK6 CSNK2A1
CDK6 CTNNB1
CDK6 MYC
CDK6 PSMA3
CDK6 ATXN1
CDK6 RBL2
CDK6 CDKN2A
CDK6 CDK7
CDK6 LMNA
CDK6 AR
CDK6 MYOD1
CDK6 ESR1
CDK6 CCND1
CDK6 SRC
CDK6 DAB1
CDK6 MCM10
CDK6 PSEN1
CDK6 MAPT
CDK6 CDK2
CDK6 CDKN1B
CDK6 CCNE1
CDK6 PPP2CA
CDK6 CDK4
CDK6 CDKN2D
CDK6 CCND2
CDK6 CDKN2B
CDK6 CDKN2C
CDK6 PPM1B
CDK6 CDC37
CDK6 H1-1
CDK6 CDK6
CDK6 USP17L2
CDK6 SYN1
CDK6 VIM
CDK6 ABL1
CDK6 BRCA1
CDK6 PCNA
CDK6 PPP1CA
CDK6 CDK16
CDK6 FZR1
CDK6 MAP2K1
CDK6 STMN1
CDK6 RRM2
CDK6 CSNK2B
CDK6 LMNB1
CDK6 CELF1
CDK6 DNM1
CDK6 FBXO7
CDK6 PAK1
CDK6 NES
CDK6 RAB4A
CDK6 AMPH
CDK6 CEBPA
CDK6 MIR9-1HG
CDK6 PPP1R1B
CDK6 CNOT7
CDK6 KIF11
CDK6 MCM2
CDK6 CCNH
CDK6 TRIM15
CDK6 APOBEC1
CDK6 CCNI
CDK6 OTP
SAT1 KAT5
SAT1 CSNK2A1
SAT1 MCM5
SAT1 LUC7L2
SAT1 APLP1
SAT1 UTP14A
SAT1 KAT7
SAT1 CHD3
SAT1 UBE2D3
SAT1 RACK1
SAT1 NTAQ1
SAT1 CASP7
SAT1 CDC42EP1
SAT1 USHBP1
SAT1 TLE5
SAT1 TXN2
SAT1 TSC22D4
SAT1 EIF3D
SAT1 EEF1G
SAT1 HOXB6
SAT1 MTA1
SAT1 CSNK2A2
SAT1 ZHX1
SAT1 DDX39A
SAT1 SNAI2
SAT1 MED31
SAT1 CRMP1
SAT1 SETDB1
SAT1 VASP
SAT1 TLE1
SAT1 COPS6
SAT1 GDF9
SAT1 UNC119
SAT1 LRIF1
SAT1 ITGA9
SAT1 MEOX2
SAT1 TEAD4
SAT1 FTSJ3
SAT1 EPHB6
SAT1 DMRT3
SAT1 DGKZ
SAT1 KCNA4
SAT1 RBM17
SAT1 TCF25
SAT1 TACO1
SAT1 SAT2
SAT1 LNX1
SAT1 HOXB9
SAT1 FAM86C1P
SAT1 SAT1
SAT1 CCDC148
SAT1 NIF3L1
SAT1 CCHCR1
SAT1 DIPK1B
SAT1 TUBB2B
SAT1 INO80C
SAT1 SEPHS1
SAT1 DNPEP
SAT1 PTN
SAT1 AOC3
SAT1 CEP126
SAT1 B4GALT3
SAT1 RBM48
SAT1 NMRK2
SAT1 FAM86JP
SAT1 ARMCX3
SAT1 FUNDC2
SAT1 PLGRKT
SAT1 ERG28
SAT1 SRM
SAT1 HSPE1
SAT1 ODC1
SAT1 EVA1A
SAT1 CCDC90B
SAT1 MAOA
SAT1 FAM156A
SAT1 TP53TG1
SAT1 RIF1
SAT1 GBP7
SAT1 GBP2
SAT1 TUBB2A
SAT1 AOC1
SAT1 MAOB
SAT1 AOC2
SAT1 TUBB4B
SAT1 RPLP1
SAT1 C19orf25
SAT1 ABCB8
SAT1 SARAF
SAT1 MRPL9
SAT1 GAS2L2
SAT1 LHX3
SAT1 PSMA1
SAT1 KHDC4
SAT1 MYPOP
SAT1 FH
SAT1 TNNI1
SAT1 COX6C
SAT1 ABHD15
SAT1 RPP25
SAT1 FAM228A
SAT1 LYRM7
SAT1 TEX43
SAT1 BHLHA9
SAT1 MRPL12
SRF APOE
APOE SP1
APOE CSNK2A1
APOE ESR1
APOE APP
APOE NOS3
APOE RNF32
APOE ALB
APOE PSEN1
APOE IFIT3
APOE MAPT
APOE LRP2
APOE LRP1
APOE LDLR
APOE LRP8
APOE MAP2
APOE ACTG1
APOE ECSIT
APOE PDCD4
APOE CDC37
APOE LONP1
APOE RPL4
APOE MAPK6
APOE ST13
APOE NR2C2
APOE SCARB1
APOE PRNP
APOE CTSB
APOE A2M
APOE LOXL4
APOE NEFM
APOE CYP2C8
APOE MAST1
APOE CNTF
APOE VLDLR
APOE GCDH
APOE PLTP
APOE ZIC1
APOE ZIC2
APOE APOE
APOE HP
CREBBP PRKCH
PRKCH NPM1
PRKCH EGFR
PRKCH EEF1A1
PRKCH LMNA
PRKCH MYOD1
PRKCH PTPN11
PRKCH SRC
PRKCH HES1
PRKCH GSK3B
PRKCH GRIN1
PRKCH GSTP1
PRKCH KLF5
PRKCH DDX5
PRKCH CDK2
PRKCH EWSR1
PRKCH CANX
PRKCH CYTH2
PRKCH FYN
PRKCH IRS1
PRKCH ANXA2
PRKCH DAB2
PRKCH MYH9
PRKCH FN1
PRKCH RGS19
PRKCH TOP2A
PRKCH VIM
PRKCH HSP90AB1
PRKCH CCNE1
PRKCH GSK3A
PRKCH LMNB1
PRKCH ATF2
PRKCH RAF1
PRKCH HMGN1
PRKCH EPB41L2
PRKCH ITGB2
PRKCH KRT18
PRKCH CD44
PRKCH HLA-A
PRKCH NFE2L2
PRKCH HSPB1
PRKCH GRIA4
PRKCH CFTR
PRKCH GNAZ
PRKCH CNP
PRKCH PRKD1
PRKCH HAND1
PRKCH PTPRC
PRKCH NCF4
PRKCH ANXA1
PRKCH FSCN1
PRKCH GRIA1
PRKCH MED4
PRKCH ADD2
PRKCH MARCKSL1
PRKCH TFRC
PRKCH ADD3
PRKCH OPRD1
PRKCH TNNI3
PRKCH GRIN2B
PRKCH PEA15
PRKCH CYTH1
PRKCH OCLN
PRKCH APLP2
PRKCH MARCKS
PRKCH PLCB1
PRKCH PTGER4
PRKCH DNAJB1
PRKCH CASR
PRKCH TCEAL1
PRKCH GFAP
PRKCH RPL27A
PRKCH GFPT1
PRKCH NOS1
PRKCH GJB1
PRKCH VPS72
PRKCH GABRB1
PRKCH IL1R1
PRKCH HSPB8
PRKCH GRM1
PRKCH CEP290
PRKCH GOLGA4
PRKCH PAM
PRKCH CD3G
PRKCH TAGLN
PRKCH ASGR2
PRKCH GNA15
PRKCH ADD1
PRKCH F3
PRKCH PRKD2
PRKCH ADRA2A
PRKCH USP34
PRKCH FGA
PRKCH ABCB1
PRKCH BDKRB2
PRKCH IL2RA
PRKCH XK
PRKCH ITPKA
PRKCH PLEK
PRKCH FAM50A
PRKCH MEP1B
PRKCH NRGN
PRKCH CADM3
PRKCH PRKCH
PRKCH ZBTB8OS
SUMO1 ARID5B
SUMO1 BCKDK
ARID5B HDAC1
NCOR2 FOXP1
NCOR2 HESX1
FOXP1 NFATC2
FOXP1 CTBP2
FOXP1 CTBP1
FOXP1 FOXP3
FOXP1 AURKA
FOXP1 MTA1
FOXP1 IKZF1
FOXP1 FOXP2
FOXP1 FOXP4
FOXP1 GATAD2B
FOXP1 FOXP1
SIN3A HESX1
SIN3A KLF16
SIN3A PHF21A
NCOR1 HESX1
HDAC1 RAP1A
HDAC1 HESX1
HDAC1 HEXIM1
HDAC1 PHF21A
RAP1A MTOR
RAP1A BMX
RAP1A SMARCA4
RAP1A ITGB1
RAP1A NTRK1
RAP1A RASSF5
RAP1A RALGDS
RAP1A CDC42
RAP1A FAS
RAP1A AFDN
RAP1A RAP1GDS1
RAP1A PDE6D
RAP1A TSC2
RAP1A RAPGEF5
RAP1A RAF1
RAP1A BRAF
RAP1A DUSP22
RAP1A RABAC1
RAP1A PRKACA
RAP1A PKD1
RAP1A HSPA1A
RAP1A PRKACG
RAP1A RUNDC3A
RAP1A RASA1
RAP1A ARHGEF1
RAP1A BIN1
RAP1A ELOA
RAP1A RASGRP2
RAP1A FADD
RAP1A RGS14
RAP1A PPP2R1A
RAP1A C1QBP
RAP1A RALA
RAP1A RAP1GAP
RAP1A GABARAPL2
RAP1A TNFRSF10C
RAP1A USP48
RAP1A APBB1IP
RAP1A RAPGEF4
RAP1A RGR
RAP1A RASA3
RAP1A MTNR1A
RAP1A RAP1A
RAP1A RGL4
RAP1A KRIT1
RAP1A RAPGEF3
RAP1A RASGRP4
RAP1A RAPGEF6
RAP1A RHEB
RAP1A FAF1
RAP1A RASIP1
HDAC2 CIITA
HDAC2 HESX1
HDAC2 PHF21A
CIITA STAT1
CIITA CDK1
CIITA NCOA1
CIITA GSK3B
CIITA KAT2B
CIITA IRF1
CIITA NFYB
CIITA MAPK3
CIITA ATF1
CIITA XPO1
CIITA HDAC4
CIITA HDAC5
CIITA PRKACA
CIITA PSMC5
CIITA USF1
CIITA PRDM1
CIITA TAF6
CIITA RFX5
CIITA RFXANK
CIITA PRKACG
CIITA ZXDA
CIITA ZXDC
RXRA POU2F2
POU2F2 RELA
POU2F2 GAPDH
POU2F2 XRCC6
POU2F2 AR
POU2F2 NR3C1
POU2F2 ESR1
POU2F2 YY1
POU2F2 H2BC21
POU2F2 POU2F1
POU2F2 PGR
POU2F2 MNAT1
POU2F2 TLE4
POU2F2 HMGB2
POU2F2 HMGA1
POU2F2 TBP
POU2F2 TXNRD1
POU2F2 PRAP1
POU2F2 IL5
POU2F2 IL2
POU2F2 POU2AF1
POU2F2 POU2F2
POU2F2 GBA
POU2F2 MSX2
RB1 TFDP2
TFDP2 RBL2
TFDP2 E2F1
TFDP2 RBL1
TFDP2 LIN9
TFDP2 E2F4
TFDP2 E2F2
TFDP2 E2F6
TFDP2 PCGF6
TFDP2 YWHAE
TFDP2 LIN54
TFDP2 LIN37
TFDP2 E2F3
RELA ICAM1
RELA HEXIM1
ICAM1 EGFR
ICAM1 UBC
ICAM1 NFATC2
ICAM1 CEBPB
ICAM1 NCL
ICAM1 ACTB
ICAM1 ACTN1
ICAM1 EZR
ICAM1 CEBPA
ICAM1 KEAP1
ICAM1 ITGB2
ICAM1 SLC3A2
ICAM1 UBQLN2
ICAM1 ITGAL
ICAM1 MSN
ICAM1 TUBA4A
ICAM1 UBB
ICAM1 IL2RA
ICAM1 UBA52
ICAM1 RPS27A
ICAM1 IL2RG
ICAM1 FGG
ICAM1 ITGAM
ICAM1 SLC7A8
ICAM1 ICAM1
ICAM1 KRTAP10-8
ICAM1 CYSRT1
STAT3 NFKBIZ
STAT3 FGR
STAT3 FLT1
STAT3 IL6ST
STAT3 BCKDK
EP300 EMB
CTNNB1 PTPRG
CTNNB1 TNRC6B
CTNNB1 GNA13
CTNNB1 PTPRJ
CTNNB1 FLT1
CTNNB1 PRPF38B
CTNNB1 LEO1
VHL SOD2
VHL ITGAL
VHL LSM12
TRIM28 BCL2A1
TRAF2 RHEB
TRAF2 FNDC3B
TRAF2 LONRF1
MTA2 PHF21A
PSMC5 ATG4C
KRTAP10-1 HPCAL1
KRTAP10-1 PID1
KRTAP10-1 NR4A3
EEF1A1 PLAUR
EEF1A1 PICALM
NR3C1 ZBTB20
NR3C1 PHF3
CHD3 IVNS1ABP
CHD3 PHF21A
ALDOC ALDH1A2
RPS6KA6 MPP1
MPDZ PLEKHA1
LONRF1 UBE2I
LONRF1 KAT5
LONRF1 LHX2
LONRF1 AP2B1
LONRF1 PAX6
LONRF1 PAX5
LONRF1 PAX8
LONRF1 SPRY2
LONRF1 IKZF3
LONRF1 MAGED1
LONRF1 CDKN2D
LONRF1 XIAP
LONRF1 NTAQ1
LONRF1 SFN
LONRF1 TRIM27
LONRF1 KRT31
LONRF1 STAU1
LONRF1 ATG9A
LONRF1 CRX
LONRF1 PLSCR1
LONRF1 GORASP2
LONRF1 PICK1
LONRF1 HOXA1
LONRF1 KCTD9
LONRF1 PATZ1
LONRF1 RBPMS
LONRF1 LNX1
LONRF1 ADAMTSL4
LONRF1 IHO1
LONRF1 ZNF653
LONRF1 CALCOCO2
LONRF1 KRT75
LONRF1 PSMA1
LONRF1 GABPB2
LONRF1 UBE2L6
LONRF1 DVL3
LONRF1 BYSL
LONRF1 STX11
LONRF1 MTMR3
LONRF1 WDR83
LONRF1 CYSRT1
LONRF1 TRIM8
LONRF1 EFHC2
LONRF1 GORASP1
LONRF1 ALAS1
LONRF1 KRTAP13-1
LONRF1 TRIM42
LONRF1 IKZF2
LONRF1 LHX4
LONRF1 LONRF1
LONRF1 IQCF2
LONRF1 PRR35
LONRF1 MGAT5B
LONRF1 KRTAP19-6
LONRF1 KRTAP3-3
LONRF1 RPRD1A
LONRF1 KRT35
LONRF1 MID2
LONRF1 PRDM6
LONRF1 MYOZ3
LONRF1 BHLHB9
LONRF1 YPEL3
LONRF1 VGLL1
LONRF1 POU6F2
LONRF1 TASOR2
LONRF1 PPP1R3C
LONRF1 AVPI1
LONRF1 CFP
LONRF1 ZNF426
LONRF1 KATNBL1
LONRF1 KHDC1
LONRF1 HLX
LONRF1 C4orf17
LONRF1 PRDM16
LONRF1 TBX19
LONRF1 FLACC1
LONRF1 SLU7
LONRF1 LGALS9B
LONRF1 ZNHIT2
LONRF1 CBLL2
LONRF1 RIMBP3C
LONRF1 KRTAP6-1
LONRF1 ZFP90
LONRF1 KCTD21
LONRF1 ZNF774
LONRF1 OOEP
LONRF1 MRPL38
LONRF1 KRTAP1-3
LONRF1 KRTAP13-3
LONRF1 KRTAP19-7
ATXN1 ZNF804A
ATXN1 HPCAL1
ATXN1 PICALM
ATXN1 IL34
ATXN1 GPATCH8
SMARCC1 SLC15A2
SERPINA4 CTSD
HNRNPA2B1 DHX8
ARHGEF10L DRAP1
ARHGEF10L SCN2A
ARHGEF10L SH3D21
ARHGEF10L ANXA9
MED31 CACNB4
MED31 MED13
BCL2A1 JUN
BCL2A1 CEBPB
BCL2A1 HMGA2
BCL2A1 AKT2
BCL2A1 BAD
BCL2A1 BAX
BCL2A1 FAM9B
BCL2A1 BIK
BCL2A1 HRK
BCL2A1 PMAIP1
BCL2A1 BCL2L11
BCL2A1 BBC3
BCL2A1 BAK1
BCL2A1 BMF
BCL2A1 IRAK2
BCL2A1 BOK
BCL2A1 CT45A1
SERPINE1 PLAUR
HSP90B1 SOD2
CHD4 PHF21A
CDKN2D NR4A3
CDKN2D NR4A2
CHMP2B TMEM106B
KRTAP10-5 HPCAL1
KRTAP10-5 NR4A3
VASP FYB1
VASP NSMAF
NFKBIZ NFKB2
NFKBIZ KPNB1
FGR CSNK2A1
FGR EGFR
FGR PTK2
FGR SRC
FGR WAS
FGR KHDRBS1
FGR DOK1
FGR HSP90AA1
FGR IKBKG
FGR ADAM15
FGR PLD2
FGR RGS16
FGR YWHAQ
FGR KIT
FGR INPP5D
FGR FGR
FGR VDR
FGR HINT1
FGR GAB2
FGR TRAIP
FGR ABI1
FGR ATP2B4
FGR SLAMF1
FGR CD24
FGR PXN
FGR ARRB1
FGR CCR3
FGR CSK
FGR NCOA6
FGR DAB2
FGR HCLS1
FGR SNCA
FGR PLAUR
FLT1 STAT1
FLT1 ATR
FLT1 PTPN11
FLT1 PTK2
FLT1 SHC1
FLT1 KDR
FLT1 LDLR
FLT1 NEDD4
FLT1 FYN
FLT1 PTK2B
FLT1 SHC2
FLT1 VEGFA
FLT1 VEGFB
FLT1 YES1
FLT1 PGF
FLT1 NRP2
FLT1 FLT1
FLT1 NRP1
IL6ST JAK1
IL6ST AR
IL6ST PTPN11
IL6ST JAK2
IL6ST CDK9
IL6ST PRKCD
IL6ST KRAS
IL6ST UBC
IL6ST SHC1
IL6ST UBQLN1
IL6ST MAGEA11
IL6ST ERBB3
IL6ST TLE1
IL6ST CNTFR
IL6ST SOCS3
IL6ST LIFR
IL6ST KCNIP3
IL6ST SGTB
IL6ST JAK3
IL6ST PIK3CG
IL6ST CNTF
IL6ST MAP2K1
IL6ST HCK
IL6ST IL6
IL6ST PLAUR
IL6ST OSM
IL6ST CTF1
IL6ST IL6ST
IL6ST IL31RA
IL6ST TYK2
IL6ST LIF
IL6ST OSMR
IL6ST IL6R
IL6ST IL11
IL6ST IL11RA
IL6ST SGTA
IL6ST KCNIP1
JUN NACA
JUN ITGAX
JUN MAFB
JUN FAM13A
JUN HESX1
NACA PRKN
NACA GSK3B
NACA APLP1
NACA FOS
NACA PPP1CA
NACA BTF3
NACA PPP1R12A
NACA WNK1
NACA TBP
NACA FADD
NACA ZHX1
NACA TXLNA
NACA LRIF1
NACA ILK
NACA PLA2G4A
NACA PPP1R9B
NACA BTF3L4
NACA PPP1R18
NACA RIF1
NACA IGSF21
NACA FUNDC2
NACA CCDC90B
NACA SMYD1
ITGAX ETS1
ITGAX MIA3
ITGAX ITGB2
ITGAX JAM3
ITGAX C3
ITGAX FCER2
MAFB IRF3
MAFB DDB1
MAFB IRF7
MAFB IKBKE
MAFB KRTAP4-2
MAFB ZFP64
MAFB MAFB
MAFB HOXD12
MAFB ZDHHC2
FAM13A ATF2
FAM13A MEF2C
UBE2I TRPS1
UBE2I FYB1
UBE2I RNF144B
UBE2I ADARB1
UBE2I TLK2
TRPS1 RNF4
TRPS1 CDC42
FYB1 SRC
FYB1 FYN
FYB1 FASLG
FYB1 WAS
FYB1 ABL1
FYB1 SKAP1
FYB1 SKAP2
FYB1 ENAH
FYB1 CARD11
FYB1 BCL10
FYB1 MALT1
FYB1 SH2D1A
FYB1 EVL
RNF144B UBQLN1
RNF144B PAX5
RNF144B UBE2L3
RNF144B SGTA
RNF144B PROP1
RNF144B UBE2L6
RNF144B UBE2U
RNF144B UBE2T
RNF144B UBE2Z
RNF144B FOXH1
RNF144B ANKS1A
RNF144B OTX1
RNF144B PRR35
RNF144B CHCHD2
RNF144B TRAF4
RNF144B IL16
RNF144B SGTB
RNF144B CREB5
RNF144B VENTX
RNF144B PRKAB2
RNF144B ZIC1
RNF144B RIPPLY1
ADARB1 PIN1
ADARB1 EBNA1BP2
ADARB1 STAU1
ADARB1 PRKRA
ADARB1 EIF2AK2
ADARB1 BRIX1
ADARB1 EHHADH
ADARB1 TCEANC
ADARB1 TARBP2
ADARB1 ZNF346
ADARB1 PNPT1
ADARB1 ZMAT4
ADARB1 CCDC124
ADARB1 STRBP
ADARB1 STOX1
ADARB1 NKRF
ADARB1 ADARB1
SP1 SOCS6
SP1 LPL
SP1 ITGAV
SP1 IL1A
SP1 TBC1D9
SP1 GPD2
SP1 PLA2G7
SP1 PDGFB
SP1 MIS18BP1
SP1 PDGFA
SP1 EDA
SOCS6 EGFR
SOCS6 KDM1A
SOCS6 YWHAG
SOCS6 UBQLN1
SOCS6 ELOB
SOCS6 ELOC
SOCS6 POLR2A
SOCS6 YWHAQ
SOCS6 KIT
SOCS6 IRS4
SOCS6 PIK3R2
SOCS6 IRS2
SOCS6 PIK3R3
SOCS6 POLR2H
SOCS6 TUBA1A
SOCS6 CDC7
SOCS6 AFDN
SOCS6 ARAF
SOCS6 CUL5
SOCS6 SCAMP1
SOCS6 TNPO1
SOCS6 PNN
SOCS6 RCOR3
SOCS6 CDC23
SOCS6 AP2M1
SOCS6 RAB1A
SOCS6 RANGAP1
SOCS6 TIMM13
SOCS6 FANCI
SOCS6 TIMM50
SOCS6 RCOR1
SOCS6 TAF15
SOCS6 PDHB
SOCS6 DST
SOCS6 YWHAH
SOCS6 SUGT1
SOCS6 TES
SOCS6 HAX1
SOCS6 ACTR3
SOCS6 CENPE
SOCS6 DNAJA3
SOCS6 PDLIM5
SOCS6 DLD
SOCS6 SCAMP3
SOCS6 WDR48
SOCS6 WDR20
SOCS6 PGAM5
SOCS6 WDTC1
SOCS6 AMBRA1
SOCS6 SLC25A11
SOCS6 SLC25A10
SOCS6 API5
SOCS6 DNAJC11
SOCS6 AFG3L2
SOCS6 ATXN10
SOCS6 MAIP1
SOCS6 DCUN1D5
SOCS6 DIS3
SOCS6 FBXO21
SOCS6 GFPT1
SOCS6 GNAS
SOCS6 HIGD1A
SOCS6 IARS2
SOCS6 LAS1L
SOCS6 LPCAT1
SOCS6 MASTL
SOCS6 ME2
SOCS6 NDUFA4
SOCS6 NMT1
SOCS6 NUCB1
SOCS6 ECI2
SOCS6 PFDN4
SOCS6 PPA2
SOCS6 SDF4
SOCS6 SSR4
SOCS6 TTLL12
SOCS6 TUBGCP2
SOCS6 BMPR1B
SOCS6 SMURF2
SOCS6 TUBB4B
SOCS6 ACVR1
SOCS6 C1orf109
SOCS6 TXK
LPL CALR
LPL LUC7L2
LPL LRP2
LPL LRP1
LPL SP3
LPL POU2F1
LPL PLK1
LPL EMD
LPL PTPN4
LPL RPL18A
LPL COPS6
LPL CEP126
LPL UBE2Z
LPL VLDLR
LPL LIPG
LPL PNLIPRP2
LPL PNLIP
LPL APOC2
LPL PNLIPRP1
LPL LIPC
LPL ASCC2
LPL LIPF
LPL CETP
LPL LPL
LPL MGLL
ITGAV EGFR
ITGAV GATA1
ITGAV PTK2
ITGAV VIRMA
ITGAV ITGB1
ITGAV CALR
ITGAV GSN
ITGAV VTN
ITGAV TGFB1
ITGAV ITGB3
ITGAV PLP1
ITGAV SP3
ITGAV AUP1
ITGAV MAPK3
ITGAV NCL
ITGAV FYN
ITGAV PDGFRA
ITGAV ADAM15
ITGAV PTK2B
ITGAV FN1
ITGAV PXN
ITGAV PAK4
ITGAV SLC3A2
ITGAV ITGB5
ITGAV L1CAM
ITGAV SPP1
ITGAV MMP2
ITGAV MMP14
ITGAV F11R
ITGAV ADAM9
ITGAV F2R
ITGAV COL4A3
ITGAV ITGB8
ITGAV GNA12
ITGAV CD47
ITGAV THBS1
ITGAV ADAM23
ITGAV AZGP1
ITGAV ANGPTL3
ITGAV CCN1
ITGAV ITGB6
ITGAV PLPP3
ITGAV THY1
ITGAV CCN3
ITGAV EDIL3
ITGAV FCER2
ITGAV P2RY2
ITGAV TGFB3
ITGAV ICAM4
ITGAV PLAUR
ITGAV PTPRZ1
ITGAV NID1
ITGAV LAMA4
IL1A CAPN1
IL1A CASP1
IL1A NDN
IL1A HAX1
IL1A IL1RAP
IL1A NFKBIE
IL1A IL1R1
IL1A IL1R2
IL1A S100A13
IL1A IL1A
TBC1D9 XPA
TBC1D9 MAP1LC3A
TBC1D9 CEBPB
TBC1D9 NFYB
TBC1D9 NFYA
TBC1D9 YBX1
TBC1D9 HMGB2
TBC1D9 HSF1
TBC1D9 HMGA1
TBC1D9 EGR2
TBC1D9 GABARAPL1
GPD2 YWHAG
GPD2 ALDOA
GPD2 WNK1
PLA2G7 SP3
PLA2G7 TUBA1A
PLA2G7 ACHE
PDGFB LRP1
PDGFB HRAS
PDGFB PDGFRB
PDGFB PDGFRA
PDGFB HNRNPC
PDGFB BCCIP
PDGFB COL1A1
PDGFB COL1A2
PDGFB COL2A1
PDGFB COL3A1
PDGFB COL4A1
PDGFB COL5A1
PDGFB COL6A1
PDGFB NRP1
PDGFB MDFI
PDGFB THBS1
PDGFB A2M
PDGFB SPARC
PDGFB ART1
PDGFB HSPG2
PDGFB ZNF174
PDGFB PDAP1
PDGFB PDGFB
MIS18BP1 RNF4
MIS18BP1 MYC
MIS18BP1 KAT7
MIS18BP1 NINL
MIS18BP1 BRD1
MIS18BP1 MIS18A
MIS18BP1 OIP5
MIS18BP1 PCBD1
PDGFA PDGFRA
PDGFA FN1
PDGFA WT1
PDGFA HSPG2
PDGFA MDFI
PDGFA MBD3
PDGFA DUSP3
PDGFA A2M
PDGFA FURIN
PDGFA SPARC
PDGFA PDAP1
PDGFA PDGFA
PDGFA ASPH
EDA SEC22A
EDA ATP6V0C
EDA EMP1
